,index,constraint,fold,model,overfit,task,test,tool,train,val,seed
803,803,3600s8c32G,3,best_ensemble_model,,Albert,0.6873060000000001,autosklearnEnsembleIntensification_maxintancefix,,,0
804,804,3600s8c32G,4,best_ensemble_model,,Albert,0.691704,autosklearnEnsembleIntensification_maxintancefix,,,0
805,805,3600s8c32G,0,best_ensemble_model,,Australian,0.8989809999999999,autosklearnEnsembleIntensification_maxintancefix,,,0
806,806,3600s8c32G,1,best_ensemble_model,,Australian,0.834465,autosklearnEnsembleIntensification_maxintancefix,,,0
807,807,3600s8c32G,2,best_ensemble_model,,Australian,0.8433790000000001,autosklearnEnsembleIntensification_maxintancefix,,,0
808,808,3600s8c32G,3,best_ensemble_model,,Australian,0.8302209999999999,autosklearnEnsembleIntensification_maxintancefix,,,0
809,809,3600s8c32G,4,best_ensemble_model,,Australian,0.8696940000000001,autosklearnEnsembleIntensification_maxintancefix,,,0
810,810,3600s8c32G,0,best_ensemble_model,,MiniBooNE,0.943301,autosklearnEnsembleIntensification_maxintancefix,,,0
811,811,3600s8c32G,1,best_ensemble_model,,MiniBooNE,0.942494,autosklearnEnsembleIntensification_maxintancefix,,,0
812,812,3600s8c32G,2,best_ensemble_model,,MiniBooNE,0.944815,autosklearnEnsembleIntensification_maxintancefix,,,0
813,813,3600s8c32G,3,best_ensemble_model,,MiniBooNE,0.947477,autosklearnEnsembleIntensification_maxintancefix,,,0
814,814,3600s8c32G,4,best_ensemble_model,,MiniBooNE,0.950033,autosklearnEnsembleIntensification_maxintancefix,,,0
815,815,3600s8c32G,0,best_ensemble_model,,adult,0.848618,autosklearnEnsembleIntensification_maxintancefix,,,0
816,816,3600s8c32G,1,best_ensemble_model,,adult,0.838258,autosklearnEnsembleIntensification_maxintancefix,,,0
817,817,3600s8c32G,2,best_ensemble_model,,adult,0.8520340000000001,autosklearnEnsembleIntensification_maxintancefix,,,0
818,818,3600s8c32G,3,best_ensemble_model,,adult,0.841258,autosklearnEnsembleIntensification_maxintancefix,,,0
819,819,3600s8c32G,4,best_ensemble_model,,adult,0.839326,autosklearnEnsembleIntensification_maxintancefix,,,0
820,820,3600s8c32G,0,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_maxintancefix,,,0
821,821,3600s8c32G,1,best_ensemble_model,,cnae-9,0.935185,autosklearnEnsembleIntensification_maxintancefix,,,0
822,822,3600s8c32G,2,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_maxintancefix,,,0
823,823,3600s8c32G,3,best_ensemble_model,,cnae-9,0.953704,autosklearnEnsembleIntensification_maxintancefix,,,0
824,824,3600s8c32G,4,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_maxintancefix,,,0
825,825,3600s8c32G,0,best_ensemble_model,,connect-4,0.786612,autosklearnEnsembleIntensification_maxintancefix,,,0
826,826,3600s8c32G,1,best_ensemble_model,,connect-4,0.792573,autosklearnEnsembleIntensification_maxintancefix,,,0
827,827,3600s8c32G,2,best_ensemble_model,,connect-4,0.7989539999999999,autosklearnEnsembleIntensification_maxintancefix,,,0
828,828,3600s8c32G,3,best_ensemble_model,,connect-4,0.784111,autosklearnEnsembleIntensification_maxintancefix,,,0
829,829,3600s8c32G,4,best_ensemble_model,,connect-4,0.7941010000000001,autosklearnEnsembleIntensification_maxintancefix,,,0
830,830,3600s8c32G,0,best_ensemble_model,,higgs,0.735701,autosklearnEnsembleIntensification_maxintancefix,,,0
831,831,3600s8c32G,1,best_ensemble_model,,higgs,0.7224729999999999,autosklearnEnsembleIntensification_maxintancefix,,,0
832,832,3600s8c32G,2,best_ensemble_model,,higgs,0.737697,autosklearnEnsembleIntensification_maxintancefix,,,0
833,833,3600s8c32G,3,best_ensemble_model,,higgs,0.734781,autosklearnEnsembleIntensification_maxintancefix,,,0
834,834,3600s8c32G,4,best_ensemble_model,,higgs,0.736429,autosklearnEnsembleIntensification_maxintancefix,,,0
835,835,3600s8c32G,0,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_maxintancefix,,,0
836,836,3600s8c32G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearnEnsembleIntensification_maxintancefix,,,0
837,837,3600s8c32G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_maxintancefix,,,0
838,838,3600s8c32G,3,best_ensemble_model,,kr-vs-kp,0.997006,autosklearnEnsembleIntensification_maxintancefix,,,0
839,839,3600s8c32G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_maxintancefix,,,0
840,840,3600s8c32G,0,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_maxintancefix,,,0
841,841,3600s8c32G,1,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_maxintancefix,,,0
842,842,3600s8c32G,2,best_ensemble_model,,segment,0.982684,autosklearnEnsembleIntensification_maxintancefix,,,0
843,843,3600s8c32G,3,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_maxintancefix,,,0
844,844,3600s8c32G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_maxintancefix,,,0
845,845,3600s8c32G,0,best_ensemble_model,,vehicle,0.895022,autosklearnEnsembleIntensification_maxintancefix,,,0
846,846,3600s8c32G,1,best_ensemble_model,,vehicle,0.814394,autosklearnEnsembleIntensification_maxintancefix,,,0
847,847,3600s8c32G,2,best_ensemble_model,,vehicle,0.825758,autosklearnEnsembleIntensification_maxintancefix,,,0
848,848,3600s8c32G,3,best_ensemble_model,,vehicle,0.8468610000000001,autosklearnEnsembleIntensification_maxintancefix,,,0
849,849,3600s8c32G,4,best_ensemble_model,,vehicle,0.849567,autosklearnEnsembleIntensification_maxintancefix,,,0
950,950,3600s8c32G,0,best_ensemble_model,,Albert,0.6883640000000001,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
951,951,3600s8c32G,1,best_ensemble_model,,Albert,0.690763,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
952,952,3600s8c32G,2,best_ensemble_model,,Albert,0.692597,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
953,953,3600s8c32G,3,best_ensemble_model,,Albert,0.689587,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
954,954,3600s8c32G,4,best_ensemble_model,,Albert,0.693067,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
955,955,3600s8c32G,0,best_ensemble_model,,Australian,0.8726659999999999,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
956,956,3600s8c32G,1,best_ensemble_model,,Australian,0.8314940000000001,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
957,957,3600s8c32G,2,best_ensemble_model,,Australian,0.8565370000000001,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
958,958,3600s8c32G,3,best_ensemble_model,,Australian,0.8624790000000001,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
959,959,3600s8c32G,4,best_ensemble_model,,Australian,0.8960100000000001,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
960,960,3600s8c32G,0,best_ensemble_model,,MiniBooNE,0.942263,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
961,961,3600s8c32G,1,best_ensemble_model,,MiniBooNE,0.94481,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
962,962,3600s8c32G,2,best_ensemble_model,,MiniBooNE,0.944955,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
963,963,3600s8c32G,3,best_ensemble_model,,MiniBooNE,0.947566,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
964,964,3600s8c32G,4,best_ensemble_model,,MiniBooNE,0.945773,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
965,965,3600s8c32G,0,best_ensemble_model,,adult,0.8495360000000001,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
966,966,3600s8c32G,1,best_ensemble_model,,adult,0.839103,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
967,967,3600s8c32G,2,best_ensemble_model,,adult,0.85108,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
968,968,3600s8c32G,3,best_ensemble_model,,adult,0.843766,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
969,969,3600s8c32G,4,best_ensemble_model,,adult,0.8405,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
970,970,3600s8c32G,0,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
971,971,3600s8c32G,1,best_ensemble_model,,cnae-9,0.916667,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
972,972,3600s8c32G,2,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
973,973,3600s8c32G,3,best_ensemble_model,,cnae-9,0.944444,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
974,974,3600s8c32G,4,best_ensemble_model,,cnae-9,0.944444,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
975,975,3600s8c32G,0,best_ensemble_model,,connect-4,0.778396,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
976,976,3600s8c32G,1,best_ensemble_model,,connect-4,0.776173,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
977,977,3600s8c32G,2,best_ensemble_model,,connect-4,0.805585,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
978,978,3600s8c32G,3,best_ensemble_model,,connect-4,0.7743869999999999,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
979,979,3600s8c32G,4,best_ensemble_model,,connect-4,0.789166,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
980,980,3600s8c32G,0,best_ensemble_model,,higgs,0.735521,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
981,981,3600s8c32G,1,best_ensemble_model,,higgs,0.724282,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
982,982,3600s8c32G,2,best_ensemble_model,,higgs,0.733739,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
983,983,3600s8c32G,3,best_ensemble_model,,higgs,0.733234,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
984,984,3600s8c32G,4,best_ensemble_model,,higgs,0.737841,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
985,985,3600s8c32G,0,best_ensemble_model,,kr-vs-kp,0.993738,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
986,986,3600s8c32G,1,best_ensemble_model,,kr-vs-kp,0.991018,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
987,987,3600s8c32G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
988,988,3600s8c32G,3,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
989,989,3600s8c32G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
990,990,3600s8c32G,0,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
991,991,3600s8c32G,1,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
992,992,3600s8c32G,2,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
993,993,3600s8c32G,3,best_ensemble_model,,segment,0.978355,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
994,994,3600s8c32G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
995,995,3600s8c32G,0,best_ensemble_model,,vehicle,0.871158,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
996,996,3600s8c32G,1,best_ensemble_model,,vehicle,0.812716,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
997,997,3600s8c32G,2,best_ensemble_model,,vehicle,0.802489,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
998,998,3600s8c32G,3,best_ensemble_model,,vehicle,0.800866,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
999,999,3600s8c32G,4,best_ensemble_model,,vehicle,0.88474,autosklearnEnsembleIntensification_stack_based_on_log_loss,,,0
1950,750,3600s8c32G,0,best_ensemble_model,,Albert,0.689658,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1951,751,3600s8c32G,1,best_ensemble_model,,Albert,0.690457,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1952,752,3600s8c32G,2,best_ensemble_model,,Albert,0.692879,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1953,753,3600s8c32G,3,best_ensemble_model,,Albert,0.689728,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1954,754,3600s8c32G,4,best_ensemble_model,,Albert,0.6921970000000001,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1955,755,3600s8c32G,0,best_ensemble_model,,Australian,0.8989809999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1956,756,3600s8c32G,1,best_ensemble_model,,Australian,0.8446520000000001,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1957,757,3600s8c32G,2,best_ensemble_model,,Australian,0.84635,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1958,758,3600s8c32G,3,best_ensemble_model,,Australian,0.8595079999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1959,759,3600s8c32G,4,best_ensemble_model,,Australian,0.8989809999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1960,760,3600s8c32G,0,best_ensemble_model,,MiniBooNE,0.942305,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1961,761,3600s8c32G,1,best_ensemble_model,,MiniBooNE,0.943059,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1962,762,3600s8c32G,2,best_ensemble_model,,MiniBooNE,0.9472,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1963,763,3600s8c32G,3,best_ensemble_model,,MiniBooNE,0.945977,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1964,764,3600s8c32G,4,best_ensemble_model,,MiniBooNE,0.947275,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1965,765,3600s8c32G,0,best_ensemble_model,,adult,0.8495940000000001,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1966,766,3600s8c32G,1,best_ensemble_model,,adult,0.839714,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1967,767,3600s8c32G,2,best_ensemble_model,,adult,0.8498690000000001,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1968,768,3600s8c32G,3,best_ensemble_model,,adult,0.842799,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1969,769,3600s8c32G,4,best_ensemble_model,,adult,0.8390569999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1970,770,3600s8c32G,0,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1971,771,3600s8c32G,1,best_ensemble_model,,cnae-9,0.907407,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1972,772,3600s8c32G,2,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1973,773,3600s8c32G,3,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1974,774,3600s8c32G,4,best_ensemble_model,,cnae-9,0.981481,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1975,775,3600s8c32G,0,best_ensemble_model,,connect-4,0.789956,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1976,776,3600s8c32G,1,best_ensemble_model,,connect-4,0.796924,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1977,777,3600s8c32G,2,best_ensemble_model,,connect-4,0.807085,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1978,778,3600s8c32G,3,best_ensemble_model,,connect-4,0.773625,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1979,779,3600s8c32G,4,best_ensemble_model,,connect-4,0.798662,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1980,780,3600s8c32G,0,best_ensemble_model,,higgs,0.735779,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1981,781,3600s8c32G,1,best_ensemble_model,,higgs,0.724751,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1982,782,3600s8c32G,2,best_ensemble_model,,higgs,0.737873,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1983,783,3600s8c32G,3,best_ensemble_model,,higgs,0.734947,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1984,784,3600s8c32G,4,best_ensemble_model,,higgs,0.741634,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1985,785,3600s8c32G,0,best_ensemble_model,,kr-vs-kp,0.997006,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1986,786,3600s8c32G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1987,787,3600s8c32G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1988,788,3600s8c32G,3,best_ensemble_model,,kr-vs-kp,0.997006,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1989,789,3600s8c32G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1990,790,3600s8c32G,0,best_ensemble_model,,segment,0.987013,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1991,791,3600s8c32G,1,best_ensemble_model,,segment,0.982684,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1992,792,3600s8c32G,2,best_ensemble_model,,segment,0.978355,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1993,793,3600s8c32G,3,best_ensemble_model,,segment,0.987013,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1994,794,3600s8c32G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1995,795,3600s8c32G,0,best_ensemble_model,,vehicle,0.8830629999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1996,796,3600s8c32G,1,best_ensemble_model,,vehicle,0.8138529999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1997,797,3600s8c32G,2,best_ensemble_model,,vehicle,0.826299,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1998,798,3600s8c32G,3,best_ensemble_model,,vehicle,0.858766,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
1999,799,3600s8c32G,4,best_ensemble_model,,vehicle,0.8614719999999999,autosklearnEnsembleIntensification_loglosstiebreakstack,,,1
2000,800,3600s8c32G,0,best_ensemble_model,,Albert,0.689258,autosklearnEnsembleIntensification_maxintancefix,,,1
2001,801,3600s8c32G,1,best_ensemble_model,,Albert,0.690034,autosklearnEnsembleIntensification_maxintancefix,,,1
2002,802,3600s8c32G,2,best_ensemble_model,,Albert,0.69335,autosklearnEnsembleIntensification_maxintancefix,,,1
2003,803,3600s8c32G,3,best_ensemble_model,,Albert,0.68907,autosklearnEnsembleIntensification_maxintancefix,,,1
2004,804,3600s8c32G,4,best_ensemble_model,,Albert,0.695466,autosklearnEnsembleIntensification_maxintancefix,,,1
2005,805,3600s8c32G,0,best_ensemble_model,,Australian,0.8858229999999999,autosklearnEnsembleIntensification_maxintancefix,,,1
2006,806,3600s8c32G,1,best_ensemble_model,,Australian,0.8314940000000001,autosklearnEnsembleIntensification_maxintancefix,,,1
2007,807,3600s8c32G,2,best_ensemble_model,,Australian,0.84635,autosklearnEnsembleIntensification_maxintancefix,,,1
2008,808,3600s8c32G,3,best_ensemble_model,,Australian,0.84635,autosklearnEnsembleIntensification_maxintancefix,,,1
2009,809,3600s8c32G,4,best_ensemble_model,,Australian,0.8989809999999999,autosklearnEnsembleIntensification_maxintancefix,,,1
2010,810,3600s8c32G,0,best_ensemble_model,,MiniBooNE,0.943502,autosklearnEnsembleIntensification_maxintancefix,,,1
2011,811,3600s8c32G,1,best_ensemble_model,,MiniBooNE,0.942494,autosklearnEnsembleIntensification_maxintancefix,,,1
2012,812,3600s8c32G,2,best_ensemble_model,,MiniBooNE,0.943171,autosklearnEnsembleIntensification_maxintancefix,,,1
2013,813,3600s8c32G,3,best_ensemble_model,,MiniBooNE,0.947747,autosklearnEnsembleIntensification_maxintancefix,,,1
2014,814,3600s8c32G,4,best_ensemble_model,,MiniBooNE,0.947492,autosklearnEnsembleIntensification_maxintancefix,,,1
2015,815,3600s8c32G,0,best_ensemble_model,,adult,0.851463,autosklearnEnsembleIntensification_maxintancefix,,,1
2016,816,3600s8c32G,1,best_ensemble_model,,adult,0.8389690000000001,autosklearnEnsembleIntensification_maxintancefix,,,1
