,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,5,3,1,cv,1.0,54,best_individual_model,0,0.9518575547663292,0.8051322147593497,0.8707366385372715,0.0,72
1,autosklearn,40,5,3,1,cv,1.0,54,best_ensemble_model,0,0.8412949209784248,inf,0.8398877213229637,0.01476165360659032,72
2,autosklearn,40,5,3,1,cv,1.0,54,best_individual_model,1,0.9518575547663292,0.8051322147593497,0.8707366385372715,0.0,72
3,autosklearn,40,5,3,1,cv,1.0,54,best_ensemble_model,1,0.8412860406146851,inf,0.8564451354278462,0.0,72
4,autosklearn,40,5,3,1,cv,1.0,54,best_individual_model,2,0.9518575547663292,0.8051322147593497,0.8707366385372715,0.0,72
5,autosklearn,40,5,3,1,cv,1.0,54,best_ensemble_model,2,0.8412860406146851,inf,0.8564451354278462,0.015945605884630232,72
6,autosklearn,40,5,3,1,cv,1.0,54,best_individual_model,3,0.9518575547663292,0.8051322147593497,0.8707366385372715,0.0,72
7,autosklearn,40,5,3,1,cv,1.0,54,best_ensemble_model,3,0.8412860406146851,inf,0.8564451354278462,0.0,72
8,autosklearn,40,5,3,1,cv,1.0,54,best_individual_model,4,0.9518575547663292,0.8051322147593497,0.8707366385372715,0.0,72
9,autosklearn,40,5,3,1,cv,1.0,54,best_ensemble_model,4,0.8432458685815464,inf,0.8330625756528813,0.01891827406067914,72
