,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearn,cnae-9,0,202,202,202,3595.1052751541138,3099.905509710312,3,0,0,0.0,0.2
1,autosklearn,cnae-9,1,261,261,261,3593.3863186836243,2763.5527725219727,6,0,0,0.0,0.2
2,autosklearn,cnae-9,2,252,252,252,3596.0121841430664,2961.5925147533417,5,0,0,0.0,0.2
3,autosklearn,cnae-9,3,215,215,214,3589.014502763748,3048.194748878479,9,0,0,0.0,0.2
4,autosklearn,cnae-9,4,239,239,239,3593.064308643341,2985.416528224945,6,0,0,0.0,0.2
5,autosklearn,higgs,0,25,25,24,3589.405229330063,3097.6726973056793,2,0,0,0.0,0.2
6,autosklearn,higgs,1,26,26,25,3588.5743083953857,3091.7817301750183,2,0,0,0.0,0.2
7,autosklearn,higgs,2,26,26,25,3588.8065452575684,3098.9793031215668,2,0,0,0.0,0.2
8,autosklearn,higgs,3,25,25,24,3587.6425745487213,3096.025379180908,2,0,0,0.0,0.2
9,autosklearn,higgs,4,25,25,24,3588.432448387146,3090.2187809944153,2,0,0,0.0,0.2
10,autosklearn,kr-vs-kp,0,63,63,63,3593.7973108291626,3371.7961719036102,3,0,0,0.0,0.2
11,autosklearn,kr-vs-kp,1,63,63,63,3594.4954838752747,3375.6226460933685,2,0,0,0.0,0.2
12,autosklearn,kr-vs-kp,2,74,74,74,3597.3246700763702,3301.460812330246,3,0,0,0.0,0.2
13,autosklearn,kr-vs-kp,3,73,73,73,3594.244320631027,3317.8429384231567,5,0,0,0.0,0.2
14,autosklearn,kr-vs-kp,4,69,69,68,3589.92209148407,3350.2484567165375,3,0,0,0.0,0.2
15,autosklearn,vehicle,0,125,125,124,3588.8962638378143,3294.007098197937,5,0,0,0.0,0.2
16,autosklearn,vehicle,1,596,596,596,3595.0964317321777,1851.376541852951,6,0,0,0.0,0.2
17,autosklearn,vehicle,2,579,579,578,3589.2880742549896,2234.0179233551025,7,0,0,0.0,0.2
18,autosklearn,vehicle,3,529,529,528,3587.9181838035583,1994.2208452224731,3,0,0,0.0,0.2
19,autosklearn,vehicle,4,471,471,471,3595.1880061626434,2489.950206041336,11,0,0,0.0,0.2
20,autosklearn,MiniBooNE,0,26,26,25,3591.760028362274,3284.017587661743,3,0,0,0.0,0.2
21,autosklearn,MiniBooNE,1,26,26,25,3591.869726419449,3342.5372614860535,4,0,0,0.0,0.2
22,autosklearn,MiniBooNE,2,26,26,25,3591.9272615909576,3319.6630947589874,3,0,0,0.0,0.2
23,autosklearn,MiniBooNE,3,26,26,25,3592.347270965576,3254.2666115760803,3,0,0,0.0,0.2
24,autosklearn,MiniBooNE,4,26,26,25,3591.719740152359,3317.8747539520264,3,0,0,0.0,0.2
25,autosklearn,connect-4,0,40,40,39,3592.066337823868,2877.6543850898743,3,0,0,0.0,0.2
26,autosklearn,connect-4,1,38,38,37,3592.0634989738464,3018.1191534996033,3,0,0,0.0,0.2
27,autosklearn,connect-4,2,39,39,38,3587.5191810131073,2892.3950486183167,3,0,0,0.0,0.2
28,autosklearn,connect-4,3,32,32,31,3587.0576169490814,3151.2157418727875,3,0,0,0.0,0.2
29,autosklearn,connect-4,4,32,32,31,3592.748123884201,3130.54341840744,3,0,0,0.0,0.2
30,autosklearn,segment,0,313,313,312,3588.2909104824066,2376.0910153388977,5,0,0,0.0,0.2
31,autosklearn,segment,1,239,239,239,3597.9450690746307,2728.893019914627,4,0,0,0.0,0.2
32,autosklearn,segment,2,284,284,284,3596.1090400218964,2584.0847358703613,4,0,0,0.0,0.2
33,autosklearn,segment,3,291,291,291,3598.2994813919067,2528.744050502777,6,0,0,0.0,0.2
34,autosklearn,segment,4,229,229,228,3589.0743277072906,2774.429777622223,3,0,0,0.0,0.2
35,autosklearn,Australian,0,667,667,667,3595.011934518814,1538.6490705013275,9,0,0,0.0,0.2
36,autosklearn,Australian,1,658,658,658,3597.6885328292847,1664.6597504615784,8,0,0,0.0,0.2
37,autosklearn,Australian,2,686,686,685,3589.2862372398376,1619.6297035217285,5,0,0,0.0,0.2
38,autosklearn,Australian,3,447,447,447,3596.217884540558,2380.5270035266876,2,0,0,0.0,0.2
39,autosklearn,Australian,4,644,644,643,3589.565264225006,1633.4862282276154,9,0,0,0.0,0.2
40,autosklearn,adult,0,38,38,37,3593.8581178188324,3013.5675551891327,3,0,0,0.0,0.2
41,autosklearn,adult,1,36,36,35,3590.547778367996,3090.2910463809967,3,0,0,0.0,0.2
42,autosklearn,adult,2,56,56,55,3593.2796580791473,2525.4942967891693,3,0,0,0.0,0.2
43,autosklearn,adult,3,45,45,44,3588.7365992069244,2825.865122318268,3,0,0,0.0,0.2
44,autosklearn,adult,4,42,42,41,3589.3569860458374,2942.4824199676514,3,0,0,0.0,0.2
45,autosklearn,Albert,0,24,24,23,3575.615056991577,3151.3787031173706,2,0,0,0.0,0.2
46,autosklearn,Albert,1,23,23,22,3574.577399492264,3154.0490691661835,2,0,0,0.0,0.2
47,autosklearn,Albert,2,22,22,21,3574.3688077926636,3114.165374994278,2,0,0,0.0,0.2
48,autosklearn,Albert,3,22,22,21,3575.933464050293,3152.133696079254,2,0,0,0.0,0.2
49,autosklearn,Albert,4,22,22,21,3575.1027846336365,3076.8478286266327,2,0,0,0.0,0.2
