,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
20,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,0,24,24,9,3582.812297105789,3501.7125837802887,2,8,2,5.200000000000001,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,1,38,38,13,3581.628820180893,3363.3284969329834,3,12,3,4.92,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,2,24,24,9,3581.5613350868225,3499.274684906006,2,8,2,5.200000000000001,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,3,24,24,9,3582.4342954158783,3500.4283134937286,2,8,2,5.200000000000001,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,4,24,24,9,3581.7304360866547,3502.1715450286865,2,8,2,5.200000000000001,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,0,64,64,22,3581.701024055481,3205.583326816559,3,24,6,4.36704,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,1,64,64,22,3583.3639752864838,3204.133956193924,3,24,6,4.36704,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,2,64,64,22,3583.0574672222137,3209.152830839157,3,24,6,4.36704,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,3,62,62,20,3586.587247133255,3245.5432381629944,3,24,6,4.36704,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,4,63,63,21,3582.649524450302,3202.807143688202,3,24,6,4.36704,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,0,248,248,76,3585.5102248191833,3010.210576057434,4,96,24,3.7973363848391393,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,1,298,298,90,3584.1459460258484,2827.1214306354523,4,117,29,3.98703118658409,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,2,175,175,53,3590.8514034748077,3236.2080116271973,3,69,17,4.033441471286478,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,3,224,224,69,3583.7760105133057,3086.414872407913,5,90,22,4.245838101311154,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,4,270,270,81,3584.0703439712524,2934.221837759018,3,105,26,3.9902952862970498,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,0,758,758,229,3583.032110452652,2132.9771003723145,4,300,75,3.7868853652325525,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,1,384,384,116,3585.282568693161,2826.435775756836,3,153,38,3.984066203328462,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,2,720,720,216,3580.5355772972107,2133.276888370514,3,285,71,3.983606848712284,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,3,771,771,233,3582.7646055221558,1983.2963554859161,3,309,77,3.9836066337488343,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,4,487,487,148,3583.412866830826,2661.6848254203796,3,192,48,3.7869346000098667,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,0,59,59,20,3587.407294988632,3300.046723127365,3,23,6,4.207040000000001,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,1,56,56,18,3582.0862374305725,3331.464827299118,3,20,5,4.508800000000001,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,2,59,59,20,3587.0197727680206,3329.7417109012604,3,23,6,4.207040000000001,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,3,57,57,18,3581.950243473053,3330.6932113170624,3,20,5,4.508800000000001,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,4,54,54,18,3581.8674149513245,3333.63986825943,3,20,5,4.508800000000001,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,0,24,24,9,3571.8791105747223,3218.5101630687714,2,8,2,5.200000000000001,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,1,25,25,9,3569.00826215744,3215.370929479599,2,8,2,5.200000000000001,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,2,25,25,9,3569.0175607204437,3205.0900037288666,2,8,2,5.200000000000001,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,3,25,25,9,3569.2552042007446,3221.8607041835785,2,8,2,5.200000000000001,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,4,26,26,9,3570.7326600551605,3369.83456325531,2,8,2,5.200000000000001,0.2
