,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,0,40,40,14,3585.0116012096405,3533.223181247711,1,18,4,5.136,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,1,40,40,14,3584.9916746616364,3533.9807748794556,1,18,4,5.136,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,2,40,40,14,3584.51239156723,3530.9420549869537,1,18,4,5.136,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,3,40,40,14,3584.9200291633606,3532.3254742622375,1,18,4,5.136,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,4,40,40,14,3585.0339024066925,3532.2001349925995,2,18,4,5.136,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,0,38,38,13,3583.6302518844604,3325.95671916008,2,12,3,4.92,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,1,38,38,13,3583.5323135852814,3336.6547458171844,2,12,3,4.92,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,2,38,38,13,3583.85303068161,3330.664263010025,2,12,3,4.92,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,3,38,38,13,3583.302479982376,3333.6302411556244,2,12,3,4.92,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,4,40,40,14,3583.7282807826996,3333.6535260677338,2,18,4,5.136,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,0,89,89,27,3585.018234014511,3431.4264087677,4,33,8,4.3549056,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,1,108,108,34,3584.466647863388,3380.1755125522614,3,45,11,4.173711667200001,0.2
12,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,2,130,130,41,3589.078167438507,3323.7433993816376,4,54,13,4.351175467008002,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,3,117,117,36,3585.536093711853,3365.031669616699,3,45,11,4.173711667200001,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,4,112,112,35,3584.034856557846,3371.777850151062,3,45,11,4.173711667200001,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,0,137,137,43,3585.158130645752,3370.258632183075,4,57,14,4.080940373606401,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,1,147,147,45,3585.703925848007,3355.4804854393005,4,57,14,4.080940373606401,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,2,150,150,45,3585.050057411194,3344.3294684886932,6,57,14,4.080940373606401,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,3,445,445,134,3585.520664215088,2653.1448135375977,10,177,44,3.9837270508053373,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,4,145,145,44,3589.734757423401,3376.639255285263,5,57,14,4.080940373606401,0.2
