,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,0,125,125,47,3504.341788291931,3304.2990548610687,3,37,1,37.0,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,1,343,343,63,3507.340117931366,3014.667936563492,2,68,3,29.080000000000002,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,2,197,197,52,3498.5634984970093,3193.2012073993683,4,57,2,33.6,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,3,374,374,64,3505.235509634018,2985.7237224578857,3,68,3,29.080000000000002,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,4,229,229,56,3510.490765810013,3202.629062652588,5,57,2,33.6,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,0,25,25,25,3495.20636343956,3199.4145793914795,2,0,0,0.0,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,1,26,26,26,3495.0355236530304,3204.7042467594147,2,0,0,0.0,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,2,26,26,26,3490.3158962726593,3195.5690865516663,2,0,0,0.0,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,3,25,25,25,3495.463395833969,3201.760310649872,2,0,0,0.0,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,4,26,26,26,3501.045096874237,3168.879994392395,2,0,0,0.0,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,0,47,47,32,3500.744279384613,3408.375731945038,3,0,0,0.0,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,1,46,46,32,3511.6028623580933,3428.9458084106445,3,0,0,0.0,0.2
12,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,2,120,120,45,3513.1262085437775,3308.530500650406,3,37,1,37.0,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,3,49,49,32,3510.6323912143707,3422.520970106125,3,0,0,0.0,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,4,48,48,32,3513.664453268051,3431.0574493408203,3,0,0,0.0,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,0,43,43,32,3519.7487308979034,3460.3216309547424,4,0,0,0.0,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,1,482,482,68,3500.0592648983,2812.966157436371,8,78,4,25.264000000000003,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,2,43,43,32,3517.8370559215546,3455.7365550994873,5,0,0,0.0,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,3,754,754,74,3505.8538615703583,2477.2884130477905,9,85,5,21.611200000000004,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,4,347,347,63,3508.5533702373505,3028.651957988739,6,68,3,29.080000000000002,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,0,22,22,22,3472.207808971405,3297.512359857559,3,0,0,0.0,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,1,24,24,24,3485.44854593277,3326.688369035721,3,0,0,0.0,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,2,24,24,24,3488.8449926376343,3303.8790469169617,3,0,0,0.0,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,3,26,26,26,3492.518965244293,3315.6219353675842,3,0,0,0.0,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,4,24,24,24,3482.79930973053,3310.0915911197662,3,0,0,0.0,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,0,41,41,32,3501.991759777069,3172.2101650238037,3,0,0,0.0,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,1,46,46,32,3501.6366181373596,3165.1704189777374,3,0,0,0.0,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,2,42,42,32,3502.837309360504,3175.8617975711823,3,0,0,0.0,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,3,36,36,33,3484.863787174225,3152.021425008774,3,33,1,33.0,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,4,61,61,32,3503.3690354824066,3157.8986356258392,4,0,0,0.0,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,0,364,364,64,3511.730659008026,3037.519381761551,4,68,3,29.080000000000002,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,1,474,474,67,3506.138359069824,2834.4486322402954,5,78,4,25.264000000000003,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,2,320,320,61,3514.893117904663,3101.1120059490204,4,68,3,29.080000000000002,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,3,504,504,69,3504.9576013088226,2762.1783945560455,4,78,4,25.264000000000003,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,4,400,400,64,3501.787045955658,2899.1217892169952,6,68,3,29.080000000000002,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,0,454,454,67,3519.0849277973175,2960.919444322586,4,78,4,25.264000000000003,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,1,851,851,76,3505.8107900619507,2348.232063293457,6,85,5,21.611200000000004,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,2,855,855,76,3510.032275915146,2369.6317298412323,5,85,5,21.611200000000004,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,3,574,574,70,3501.3909335136414,2670.8517928123474,3,78,4,25.264000000000003,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,4,417,417,65,3510.5532999038696,2985.305797815323,4,78,4,25.264000000000003,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,0,92,92,36,3505.309916973114,3085.3357672691345,3,37,1,37.0,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,1,42,42,32,3508.1953480243683,3216.4960837364197,2,0,0,0.0,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,2,40,40,32,3501.605709552765,3184.576073884964,2,0,0,0.0,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,3,114,114,43,3513.322230577469,3070.0174565315247,3,37,1,37.0,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,4,94,94,37,3507.465360403061,3082.3676142692566,3,37,1,37.0,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,0,22,22,22,3413.263531446457,3151.1990592479706,2,0,0,0.0,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,1,22,22,22,3376.103954076767,3100.890671491623,2,0,0,0.0,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,2,22,22,22,3413.2900145053864,3106.5434136390686,2,0,0,0.0,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,3,22,22,22,3405.467563390732,3134.6572308540344,2,0,0,0.0,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,4,22,22,22,3392.436957359314,3124.409914493561,2,0,0,0.0,0.2
