,Unnamed: 0,Timestamp,single_best_optimization_score,single_best_test_score,single_best_train_score,task_x,fold_x,framework_x,ensemble_optimization_score,ensemble_test_score,task_y,fold_y,framework_y
0,0,2021-01-01 20:30:38.000,0.7605978766995716,0.7650974025974027,1.0,vehicle,0.0,autosklearn,,,,,
1,1,2021-01-01 20:30:47.000,0.7605978766995716,0.7650974025974027,1.0,vehicle,0.0,autosklearn,,,,,
2,2,2021-01-01 20:30:48.583,0.7605978766995716,0.7650974025974027,1.0,vehicle,0.0,autosklearn,0.7839189999999999,0.7418290043000001,vehicle,0.0,autosklearn
3,3,2021-01-01 20:30:51.000,0.7605978766995716,0.7650974025974027,1.0,vehicle,0.0,autosklearn,0.7839189999999999,0.7418290043000001,vehicle,0.0,autosklearn
4,4,2021-01-01 20:30:56.000,0.7605978766995716,0.7661255411255411,1.0,vehicle,0.0,autosklearn,0.7839189999999999,0.7418290043000001,vehicle,0.0,autosklearn
5,5,2021-01-01 20:30:57.837,0.7605978766995716,0.7661255411255411,1.0,vehicle,0.0,autosklearn,0.787887254,0.7418290043000001,vehicle,0.0,autosklearn
6,6,2021-01-01 20:30:59.000,0.7605978766995716,0.8014069264069263,1.0,vehicle,0.0,autosklearn,0.787887254,0.7418290043000001,vehicle,0.0,autosklearn
7,7,2021-01-01 20:31:03.000,0.7605978766995716,0.8014069264069263,1.0,vehicle,0.0,autosklearn,0.787887254,0.7418290043000001,vehicle,0.0,autosklearn
8,8,2021-01-01 20:31:04.752,0.7605978766995716,0.8014069264069263,1.0,vehicle,0.0,autosklearn,0.7924660086,0.7775974026000001,vehicle,0.0,autosklearn
9,9,2021-01-01 20:31:09.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.7924660086,0.7775974026000001,vehicle,0.0,autosklearn
10,10,2021-01-01 20:31:17.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.7924660086,0.7775974026000001,vehicle,0.0,autosklearn
11,11,2021-01-01 20:31:18.787,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
12,12,2021-01-01 20:31:20.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
13,13,2021-01-01 20:31:24.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
14,14,2021-01-01 20:31:26.676,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
15,15,2021-01-01 20:31:32.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
16,16,2021-01-01 20:31:34.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
17,17,2021-01-01 20:31:36.233,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
18,18,2021-01-01 20:31:38.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
19,19,2021-01-01 20:31:41.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8311717473000001,0.8576298701,vehicle,0.0,autosklearn
20,20,2021-01-01 20:31:43.463,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.838864055,0.8576298701,vehicle,0.0,autosklearn
21,21,2021-01-01 20:32:00.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.838864055,0.8576298701,vehicle,0.0,autosklearn
22,22,2021-01-01 20:32:04.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.838864055,0.8576298701,vehicle,0.0,autosklearn
23,23,2021-01-01 20:32:06.243,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.838864055,0.8576298701,vehicle,0.0,autosklearn
24,24,2021-01-01 20:32:08.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.838864055,0.8576298701,vehicle,0.0,autosklearn
25,25,2021-01-01 20:32:21.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.838864055,0.8576298701,vehicle,0.0,autosklearn
26,26,2021-01-01 20:32:24.062,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8465563627,0.8576298701,vehicle,0.0,autosklearn
27,27,2021-01-01 20:33:10.000,0.8186068169119016,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8465563627,0.8576298701,vehicle,0.0,autosklearn
28,28,2021-01-01 20:38:49.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8465563627,0.8576298701,vehicle,0.0,autosklearn
29,29,2021-01-01 20:38:52.385,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
30,30,2021-01-01 20:38:55.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
31,31,2021-01-01 20:38:59.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
32,32,2021-01-01 20:39:02.220,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
33,33,2021-01-01 20:39:07.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
34,34,2021-01-01 20:39:12.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
35,35,2021-01-01 20:39:14.977,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
36,36,2021-01-01 20:39:19.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
37,37,2021-01-01 20:39:32.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
38,38,2021-01-01 20:39:35.780,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
39,39,2021-01-01 20:39:38.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
40,40,2021-01-01 20:39:40.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
41,41,2021-01-01 20:39:43.765,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
42,42,2021-01-01 20:39:46.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
43,43,2021-01-01 20:39:48.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
44,44,2021-01-01 20:39:51.768,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
45,45,2021-01-01 20:39:54.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
46,46,2021-01-01 20:39:57.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
47,47,2021-01-01 20:40:01.353,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
48,48,2021-01-01 20:40:06.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
49,49,2021-01-01 20:40:09.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
50,50,2021-01-01 20:40:13.192,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
51,51,2021-01-01 20:40:16.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
52,52,2021-01-01 20:40:21.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
53,53,2021-01-01 20:40:25.559,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
54,54,2021-01-01 20:40:28.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
55,55,2021-01-01 20:40:30.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8588274249,0.8576298701,vehicle,0.0,autosklearn
56,56,2021-01-01 20:40:34.445,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8629177790000001,0.8576298701,vehicle,0.0,autosklearn
57,57,2021-01-01 20:40:36.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8629177790000001,0.8576298701,vehicle,0.0,autosklearn
58,58,2021-01-01 20:40:42.900,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8629177790000001,0.8576298701,vehicle,0.0,autosklearn
59,59,2021-01-01 20:40:45.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8629177790000001,0.8576298701,vehicle,0.0,autosklearn
60,60,2021-01-01 20:40:47.000,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8629177790000001,0.8576298701,vehicle,0.0,autosklearn
61,61,2021-01-01 20:40:51.491,0.8397187558204509,0.8570346320346321,1.0,vehicle,0.0,autosklearn,0.8629177790000001,0.8576298701,vehicle,0.0,autosklearn
