,hue,performance,model,dataset_name,level,repeat,seed,val_score
0,test_performance_singlemodelTrue,0.7315020347761746,RandomForestClassifier,53,0,1,94,0.766404681091421
0,test_performance_singlemodelTrue,0.732337165635485,HistGradientBoostingClassifier,53,0,1,83,0.7458567235369656
0,test_performance_singlemodelTrue,0.7432384475989128,RandomForestClassifier,53,0,1,31,0.7384509468022398
0,test_performance_singlemodelTrue,0.7518244566687144,HistGradientBoostingClassifier,53,0,5,19,0.7644301758516907
0,test_performance_singlemodelTrue,0.7522413793103448,RandomForestClassifier,53,0,1,68,0.755787020354168
0,test_performance_singlemodelTrue,0.7531030529350105,RandomForestClassifier,53,0,1,38,0.7748976605683922
0,test_performance_singlemodelTrue,0.7589507976708444,HistGradientBoostingClassifier,53,0,1,55,0.7737935126582279
0,test_performance_singlemodelTrue,0.7700337553817542,RandomForestClassifier,7592,0,1,46,0.7780248522297762
0,test_performance_singlemodelTrue,0.7711475313395799,HistGradientBoostingClassifier,53,0,5,74,0.7704413225739588
0,test_performance_singlemodelTrue,0.7753667771116602,RandomForestClassifier,7592,0,1,8,0.7772108606442367
0,test_performance_singlemodelTrue,0.7755650300842447,RandomForestClassifier,7592,0,1,95,0.7743573879124157
0,test_performance_singlemodelTrue,0.7774492234169653,HistGradientBoostingClassifier,53,0,1,63,0.7945364802708399
0,test_performance_singlemodelTrue,0.7805027322268765,RandomForestClassifier,7592,0,1,56,0.770677773298478
0,test_performance_singlemodelTrue,0.7875356333882921,HistGradientBoostingClassifier,7592,0,5,93,0.795461060756417
0,test_performance_singlemodelTrue,0.7887672386567006,HistGradientBoostingClassifier,53,0,1,10,0.7689694000513151
0,test_performance_singlemodelTrue,0.7895005622188905,HistGradientBoostingClassifier,53,0,1,9,0.7479418171437654
0,test_performance_singlemodelTrue,0.7900962309542903,HistGradientBoostingClassifier,53,0,5,34,0.7522701355248524
0,test_performance_singlemodelTrue,0.7917332449851382,HistGradientBoostingClassifier,7592,0,1,31,0.794346485133586
0,test_performance_singlemodelTrue,0.7930576304144816,HistGradientBoostingClassifier,7592,0,5,92,0.7959863076102992
0,test_performance_singlemodelTrue,0.7931083839797587,HistGradientBoostingClassifier,7592,0,5,28,0.796785848727805
0,test_performance_singlemodelTrue,0.7937207106627727,HistGradientBoostingClassifier,7592,0,1,84,0.796930219418567
0,test_performance_singlemodelTrue,0.795003306147037,HistGradientBoostingClassifier,7592,0,1,14,0.7946678171417016
0,test_performance_singlemodelTrue,0.7959011114387208,HistGradientBoostingClassifier,7592,0,5,63,0.794104900537367
0,test_performance_singlemodelTrue,0.7963167402128688,HistGradientBoostingClassifier,7592,0,5,85,0.7952020466987528
0,test_performance_singlemodelTrue,0.7965399610136452,HistGradientBoostingClassifier,53,0,5,69,0.7661886396808457
0,test_performance_singlemodelTrue,0.7978736462708945,RandomForestClassifier,53,0,1,70,0.7325386841337043
0,test_performance_singlemodelTrue,0.7980378084648645,HistGradientBoostingClassifier,7592,0,1,13,0.7974181596787911
0,test_performance_singlemodelTrue,0.7991392901418577,HistGradientBoostingClassifier,7592,0,1,88,0.7948735152776826
0,test_performance_singlemodelTrue,0.8046119856393261,HistGradientBoostingClassifier,146818,0,5,50,0.864670667712166
0,test_performance_singlemodelTrue,0.835464796479648,HistGradientBoostingClassifier,146818,0,1,60,0.85
0,test_performance_singlemodelTrue,0.8392135739294371,HistGradientBoostingClassifier,146818,0,5,66,0.8845003945850787
0,test_performance_singlemodelTrue,0.8414965986394558,RandomForestClassifier,146818,0,1,85,0.8634150030248033
0,test_performance_singlemodelTrue,0.8423129251700681,HistGradientBoostingClassifier,146818,0,5,15,0.864519056261343
0,test_performance_singlemodelTrue,0.8478760822510822,HistGradientBoostingClassifier,146818,0,1,25,0.8546735343129829
0,test_performance_singlemodelTrue,0.8638775510204082,RandomForestClassifier,146818,0,1,96,0.8731397459165153
0,test_performance_singlemodelTrue,0.8651677667766777,HistGradientBoostingClassifier,146818,0,1,69,0.8531914893617021
0,test_performance_singlemodelTrue,0.867992267329467,RandomForestClassifier,146818,0,1,93,0.8780611013933288
0,test_performance_singlemodelTrue,0.8708400429414922,RandomForestClassifier,146818,0,1,63,0.86268740686677
0,test_performance_singlemodelTrue,0.8892430819316333,HistGradientBoostingClassifier,146818,0,1,43,0.87004662004662
0,test_performance_singlemodelTrue,0.8914701803051317,RandomForestClassifier,146818,0,1,82,0.8646323086196503
0,test_performance_singlemodelTrue,0.8961484593837535,HistGradientBoostingClassifier,146818,0,5,29,0.8677192137503387
0,test_performance_singlemodelTrue,0.8991836734693878,HistGradientBoostingClassifier,146818,0,1,2,0.8416137326073805
0,test_performance_singlemodelTrue,0.9045246431457044,HistGradientBoostingClassifier,146818,0,5,20,0.8535785831360407
0,test_performance_singlemodelTrue,0.9450074051081474,RandomForestClassifier,146822,0,1,47,0.9657830334351053
0,test_performance_singlemodelTrue,0.9456982432092536,HistGradientBoostingClassifier,146822,0,5,5,0.9567927355846587
0,test_performance_singlemodelTrue,0.9479162993280499,RandomForestClassifier,146822,0,1,10,0.9656669363177081
0,test_performance_singlemodelTrue,0.9491056632730934,RandomForestClassifier,146822,0,1,30,0.9696825596118357
0,test_performance_singlemodelTrue,0.9498428496595075,RandomForestClassifier,146822,0,1,19,0.9653779524155534
0,test_performance_singlemodelTrue,0.950382175342047,HistGradientBoostingClassifier,146822,0,1,48,0.9758638193629744
0,test_performance_singlemodelTrue,0.9521123869487843,HistGradientBoostingClassifier,146822,0,1,22,0.9731179675538888
0,test_performance_singlemodelTrue,0.9535098522167488,HistGradientBoostingClassifier,146822,0,5,39,0.9565295609034283
0,test_performance_singlemodelTrue,0.9543823199513185,HistGradientBoostingClassifier,146822,0,1,90,0.9691716288871788
0,test_performance_singlemodelTrue,0.9592833660988633,HistGradientBoostingClassifier,146822,0,1,14,0.9743753641465769
0,test_performance_singlemodelTrue,0.9650370090188315,HistGradientBoostingClassifier,146822,0,5,1,0.9521603403323926
0,test_performance_singlemodelTrue,0.9684077887878465,RandomForestClassifier,146822,0,1,9,0.9596296492796094
0,test_performance_singlemodelTrue,0.9690884403460408,HistGradientBoostingClassifier,146822,0,5,94,0.9491058647037308
0,test_performance_singlemodelTrue,0.970812535762702,HistGradientBoostingClassifier,146822,0,1,45,0.9739105788027173
0,test_performance_singlemodelTrue,0.9896596957220325,HistGradientBoostingClassifier,3,0,5,17,0.997016600717718
0,test_performance_singlemodelTrue,0.9911392405063291,RandomForestClassifier,3,0,1,60,0.9933508149555161
