,hue,model,dataset_name,level,repeat,Unnamed: 0,performance,seed,val_score
0,test_performance_singlemodelFalse,DecisionTreeClassifier,3,0,1,43.23076923076923,0.9964999904363807,56.61538461538461,0.9926209297271884
1,test_performance_singlemodelFalse,DecisionTreeClassifier,3,0,2,126.92307692307692,0.9961146015551321,56.61538461538461,0.992641126240146
2,test_performance_singlemodelFalse,DecisionTreeClassifier,3,0,5,169.05882352941177,0.9961102464983417,56.294117647058826,0.9944233477609079
3,test_performance_singlemodelFalse,DecisionTreeClassifier,3,0,10,199.45454545454547,0.9964202875523248,51.09090909090909,0.9946125761321555
4,test_performance_singlemodelFalse,DecisionTreeClassifier,3,0,20,275.09090909090907,0.9962498308708216,51.09090909090909,0.9947741113331535
5,test_performance_singlemodelFalse,DecisionTreeClassifier,3,1,1,50.0,0.9952791335947555,56.61538461538461,0.9911445442574175
6,test_performance_singlemodelFalse,DecisionTreeClassifier,3,1,2,133.69230769230768,0.9951765985534686,56.61538461538461,0.991526227077312
7,test_performance_singlemodelFalse,DecisionTreeClassifier,3,1,5,176.11764705882354,0.995089559391486,56.294117647058826,0.9932991577549305
8,test_performance_singlemodelFalse,DecisionTreeClassifier,3,1,10,206.72727272727272,0.9955695380648696,51.09090909090909,0.9934679761743822
9,test_performance_singlemodelFalse,DecisionTreeClassifier,3,1,20,282.3636363636364,0.9954103541878542,51.09090909090909,0.9936295481104225
10,test_performance_singlemodelFalse,DecisionTreeClassifier,3,2,1,56.76923076923077,0.9940311841723621,56.61538461538461,0.990241717289783
11,test_performance_singlemodelFalse,DecisionTreeClassifier,3,2,2,140.46153846153845,0.9963559017246442,56.61538461538461,0.9907746210883576
12,test_performance_singlemodelFalse,DecisionTreeClassifier,3,2,5,183.1764705882353,0.9949446231739296,56.294117647058826,0.992727797412897
13,test_performance_singlemodelFalse,DecisionTreeClassifier,3,2,10,214.0,0.9956364235732852,51.09090909090909,0.993881631515245
14,test_performance_singlemodelFalse,DecisionTreeClassifier,3,2,20,289.6363636363636,0.9955207285396847,51.09090909090909,0.9938395915446058
15,test_performance_singlemodelFalse,DecisionTreeClassifier,3,3,1,63.53846153846154,0.9936197588847487,56.61538461538461,0.9899299202877404
16,test_performance_singlemodelFalse,DecisionTreeClassifier,3,3,2,147.23076923076923,0.9951113068213815,56.61538461538461,0.9908980405498805
17,test_performance_singlemodelFalse,DecisionTreeClassifier,3,3,5,190.23529411764707,0.994435939456785,56.294117647058826,0.9920290817266978
18,test_performance_singlemodelFalse,DecisionTreeClassifier,3,3,10,221.27272727272728,0.9959240722104433,51.09090909090909,0.9930977739726764
19,test_performance_singlemodelFalse,DecisionTreeClassifier,3,3,20,296.90909090909093,0.9955669789025265,51.09090909090909,0.9930918074000267
20,test_performance_singlemodelFalse,DecisionTreeClassifier,53,0,1,44.0,0.6993726707264246,52.083333333333336,0.6923195201662219
21,test_performance_singlemodelFalse,DecisionTreeClassifier,53,0,2,129.33333333333334,0.6969234188358476,52.083333333333336,0.6602308023801646
22,test_performance_singlemodelFalse,DecisionTreeClassifier,53,0,5,169.5,0.7122882715667256,51.3125,0.692573258119707
23,test_performance_singlemodelFalse,DecisionTreeClassifier,53,0,10,198.1904761904762,0.709877327111572,48.095238095238095,0.6930499217425444
24,test_performance_singlemodelFalse,DecisionTreeClassifier,53,0,20,274.3809523809524,0.7151059647848812,48.095238095238095,0.6995033218363065
25,test_performance_singlemodelFalse,DecisionTreeClassifier,53,1,1,50.666666666666664,0.7608937454022633,52.083333333333336,0.729298539368592
26,test_performance_singlemodelFalse,DecisionTreeClassifier,53,1,2,136.0,0.7683040728352298,52.083333333333336,0.7195042179838854
27,test_performance_singlemodelFalse,DecisionTreeClassifier,53,1,5,176.5,0.7648608101571186,51.3125,0.74455841437738
28,test_performance_singlemodelFalse,DecisionTreeClassifier,53,1,10,205.42857142857142,0.7803886375634793,48.095238095238095,0.7565582835559462
29,test_performance_singlemodelFalse,DecisionTreeClassifier,53,1,20,281.6190476190476,0.7805719481797333,48.095238095238095,0.7655374164691889
30,test_performance_singlemodelFalse,DecisionTreeClassifier,53,2,1,57.333333333333336,0.7605227528547084,52.083333333333336,0.7176564246824467
