,tool,task,model,fold,train,val,test,overfit,seed
0,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_individual_model,0,0.0,0.0,0.0,0.0,147
1,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_ensemble_model,0,0.9537037037037036,inf,0.9444444444444444,0.0,147
2,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_individual_model,1,0.0,0.0,0.0,0.0,147
3,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_ensemble_model,1,0.9598765432098766,inf,0.8888888888888888,0.0,147
4,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_individual_model,2,0.0,0.0,0.0,0.0,147
5,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_ensemble_model,2,0.95679012345679,inf,0.9259259259259258,0.0,147
6,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_individual_model,3,0.0,0.0,0.0,0.0,147
7,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_ensemble_model,3,0.9557613168724282,inf,0.9351851851851852,0.0,147
8,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_individual_model,4,0.0,0.0,0.0,0.0,147
9,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,cnae-9,best_ensemble_model,4,0.955761316872428,inf,0.9629629629629628,0.0,147
10,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_individual_model,0,0.0,0.0,0.0,0.0,147
11,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_ensemble_model,0,0.7290970399890333,inf,0.7336674237925537,0.0,147
12,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_individual_model,1,0.0,0.0,0.0,0.0,147
13,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_ensemble_model,1,0.7300273792124641,inf,0.7257859971032359,0.0,147
14,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_individual_model,2,0.0,0.0,0.0,0.0,147
15,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_ensemble_model,2,0.7289388509878212,inf,0.7334555387444499,0.0,147
16,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_individual_model,3,0.0,0.0,0.0,0.0,147
17,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_ensemble_model,3,0.7272956529889871,inf,0.7345365382099536,0.0,147
18,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_individual_model,4,0.0,0.0,0.0,0.0,147
19,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,higgs,best_ensemble_model,4,0.7286684151243198,inf,0.7393750271854538,0.0,147
20,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_individual_model,0,0.0,0.0,0.0,0.0,147
21,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_ensemble_model,0,0.9972438495397694,inf,0.9967320261437908,0.0,147
22,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_individual_model,1,0.0,0.0,0.0,0.0,147
23,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_ensemble_model,1,0.9971818264633086,inf,0.9910179640718564,0.0,147
24,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_individual_model,2,0.0,0.0,0.0,0.0,147
25,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_ensemble_model,2,0.9955483905980768,inf,0.9967320261437908,0.0,147
26,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_individual_model,3,0.0,0.0,0.0,0.0,147
27,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_ensemble_model,3,0.9964850359636932,inf,0.997005988023952,0.0,147
28,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_individual_model,4,0.0,0.0,0.0,0.0,147
29,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,kr-vs-kp,best_ensemble_model,4,0.9961521464830008,inf,1.0,0.0,147
30,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,vehicle,best_individual_model,0,0.0,0.0,0.0,0.0,147
31,autosklearnBBCEnsembleSelectionPreSelectInESRegularizedEnd_es1_B10_N1.0,vehicle,best_ensemble_model,0,0.8543264890649491,inf,0.894426406926407,0.0,147
