,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,ExtraTreesGini_BAG_L0,0.898148,0.941358,4.733251,3.697927,33.713601,4.733251,3.697927,33.713601,0,True,7
1,NeuralNetMXNet_BAG_L0,0.898148,0.942387,5.302316,5.092941,432.529949,5.302316,5.092941,432.529949,0,True,1
2,WeightedEnsemble_L1,0.898148,0.952675,51.617462,44.892101,7959.356475,0.010667,0.000818,0.912672,1,True,14
3,XGBoost_BAG_L1,0.898148,0.947531,68.709831,57.741155,11016.372113,0.457313,0.268924,295.441494,1,True,26
4,LightGBM_BAG_L1,0.898148,0.950617,68.927903,57.846424,12562.183882,0.675385,0.374193,1841.253263,1,True,23
5,LightGBMCustom_BAG_L1,0.898148,0.952675,69.625887,57.892278,19496.641556,1.373369,0.420047,8775.710937,1,True,27
6,WeightedEnsemble_L2,0.898148,0.953704,111.788379,99.672353,24935.550921,0.005005,0.000815,0.915841,2,True,28
7,CatBoost_BAG_L0,0.888889,0.929012,0.608702,0.544892,319.932621,0.608702,0.544892,319.932621,0,True,11
8,RandomForestGini_BAG_L0,0.888889,0.927984,4.591858,3.713227,37.313739,4.591858,3.713227,37.313739,0,True,5
9,ExtraTreesEntr_BAG_L0,0.888889,0.933128,4.754665,3.717352,36.904046,4.754665,3.717352,36.904046,0,True,8
10,CatBoost_BAG_L1,0.888889,0.947531,68.882682,58.075063,11641.166414,0.630164,0.602833,920.235795,1,True,25
11,LightGBMXT_BAG_L1,0.888889,0.948560,68.975828,57.823217,12561.910868,0.723310,0.350986,1840.980249,1,True,24
12,ExtraTreesGini_BAG_L1,0.888889,0.949588,72.770171,64.813184,10751.859514,4.517653,7.340953,30.928895,1,True,21
13,ExtraTreesEntr_BAG_L1,0.888889,0.947531,73.482144,64.813140,10751.897848,5.229626,7.340909,30.967229,1,True,22
14,XGBoost_BAG_L0,0.879630,0.929012,0.448763,0.239905,440.718779,0.448763,0.239905,440.718779,0,True,12
15,RandomForestEntr_BAG_L0,0.879630,0.920782,4.648292,3.703773,36.962223,4.648292,3.703773,36.962223,0,True,6
16,RandomForestGini_BAG_L1,0.879630,0.945473,72.913887,63.085561,10755.735956,4.661369,5.613330,34.805337,1,True,19
17,RandomForestEntr_BAG_L1,0.870370,0.948560,72.685778,64.711110,10769.979032,4.433260,7.238879,49.048413,1,True,20
18,KNeighborsDist_BAG_L1,0.870370,0.939300,72.845381,61.265392,10724.071563,4.592863,3.793161,3.140944,1,True,18
19,KNeighborsUnif_BAG_L1,0.870370,0.938272,73.050013,61.264202,10724.063744,4.797495,3.791971,3.133125,1,True,17
20,NeuralNetMXNet_BAG_L1,0.870370,0.930041,76.757705,64.815596,11077.755671,8.505187,7.343365,356.825052,1,True,15
21,LightGBMCustom_BAG_L0,0.861111,0.937243,1.405730,0.363341,7102.347151,1.405730,0.363341,7102.347151,0,True,13
22,KNeighborsDist_BAG_L0,0.824074,0.883745,3.902194,3.691825,2.598446,3.902194,3.691825,2.598446,0,True,4
23,LightGBM_BAG_L0,0.824074,0.861111,0.830698,0.338683,1016.486224,0.830698,0.338683,1016.486224,0,True,9
24,LightGBMXT_BAG_L0,0.814815,0.869342,0.762744,0.323116,874.169184,0.762744,0.323116,874.169184,0,True,10
25,KNeighborsUnif_BAG_L0,0.814815,0.879630,3.893507,3.892205,2.606089,3.893507,3.892205,2.606089,0,True,3
26,NeuralNetFastAI_BAG_L1,0.722222,0.647119,103.406179,90.313602,11230.084448,35.153661,32.841371,509.153829,1,True,16
27,NeuralNetFastAI_BAG_L0,0.611111,0.287037,32.369797,28.153043,384.648567,32.369797,28.153043,384.648567,0,True,2
