,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,RandomForestGini_BAG_L1,0.995671,0.985089,46.200465,36.050519,11402.124936,4.723866,4.137367,78.333139,1,True,19
1,ExtraTreesEntr_BAG_L1,0.995671,0.985570,46.252735,36.049972,11353.863116,4.776136,4.136820,30.071318,1,True,22
2,ExtraTreesGini_BAG_L1,0.995671,0.985570,46.256763,36.007800,11350.063025,4.780164,4.094647,26.271227,1,True,21
3,NeuralNetFastAI_BAG_L1,0.995671,0.987013,51.041106,39.965814,11844.274407,9.564507,8.052661,520.482610,1,True,16
4,XGBoost_BAG_L0,0.991342,0.982203,0.428005,0.269127,335.064364,0.428005,0.269127,335.064364,0,True,12
5,LightGBM_BAG_L0,0.991342,0.985570,1.346596,0.488140,1145.617012,1.346596,0.488140,1145.617012,0,True,9
6,LightGBMCustom_BAG_L0,0.991342,0.984127,1.995466,0.527752,6692.074770,1.995466,0.527752,6692.074770,0,True,13
7,RandomForestEntr_BAG_L0,0.991342,0.977393,4.802095,4.134027,66.120327,4.802095,4.134027,66.120327,0,True,6
8,RandomForestGini_BAG_L0,0.991342,0.976431,4.820152,4.120859,45.888262,4.820152,4.120859,45.888262,0,True,5
9,CatBoost_BAG_L1,0.991342,0.984127,41.721717,32.156819,12258.834803,0.245118,0.243667,935.043005,1,True,25
10,LightGBM_BAG_L1,0.991342,0.987494,41.935927,32.198216,13075.347283,0.459327,0.285063,1751.555485,1,True,23
11,XGBoost_BAG_L1,0.991342,0.987494,41.975971,32.247293,11590.920883,0.499372,0.334140,267.129086,1,True,26
12,LightGBMXT_BAG_L1,0.991342,0.987013,42.015554,32.212713,12937.807523,0.538955,0.299560,1614.015726,1,True,24
13,LightGBMCustom_BAG_L1,0.991342,0.987975,42.161134,32.221683,18753.099071,0.684535,0.308530,7429.307274,1,True,27
14,WeightedEnsemble_L2,0.991342,0.988937,42.705923,32.522284,20368.330108,0.005833,0.001041,1.215311,2,True,28
15,RandomForestEntr_BAG_L1,0.991342,0.984608,46.190407,36.090160,11463.289358,4.713807,4.177008,139.497561,1,True,20
16,ExtraTreesEntr_BAG_L0,0.987013,0.979798,5.042923,4.123495,28.854553,5.042923,4.123495,28.854553,0,True,8
17,ExtraTreesGini_BAG_L0,0.987013,0.979798,5.054534,4.109999,27.426281,5.054534,4.109999,27.426281,0,True,7
18,NeuralNetFastAI_BAG_L0,0.987013,0.975469,6.498061,4.033760,446.846335,6.498061,4.033760,446.846335,0,True,2
19,WeightedEnsemble_L1,0.987013,0.988456,21.792740,17.498629,7895.906841,0.010517,0.001023,1.194533,1,True,14
20,NeuralNetMXNet_BAG_L1,0.987013,0.976431,44.874611,35.108942,11627.101768,3.398012,3.195789,303.309970,1,True,15
21,LightGBMXT_BAG_L0,0.978355,0.979317,1.854765,0.770452,1696.860131,1.854765,0.770452,1696.860131,0,True,10
22,CatBoost_BAG_L0,0.969697,0.972102,0.246176,0.245860,434.984097,0.246176,0.245860,434.984097,0,True,11
23,NeuralNetMXNet_BAG_L0,0.961039,0.971140,1.045122,0.841461,403.315973,1.045122,0.841461,403.315973,0,True,1
24,KNeighborsDist_BAG_L0,0.952381,0.957191,4.168457,4.125389,0.373899,4.168457,4.125389,0.373899,0,True,4
25,KNeighborsDist_BAG_L1,0.952381,0.957672,45.724901,36.017593,11324.755162,4.248302,4.104440,0.963365,1,True,18
26,KNeighborsUnif_BAG_L1,0.939394,0.942280,45.730174,36.017464,11324.751989,4.253574,4.104312,0.960191,1,True,17
27,KNeighborsUnif_BAG_L0,0.935065,0.940837,4.174247,4.122831,0.365793,4.174247,4.122831,0.365793,0,True,3
