,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,RandomForestEntr_BAG_L1,0.883658,0.857186,93.523310,77.355742,13165.848973,9.661254,8.623578,81.708184,1,True,20
1,LightGBMCustom_BAG_L1,0.871753,0.853460,86.508244,69.296066,21259.872041,2.646188,0.563903,8175.731251,1,True,27
2,RandomForestGini_BAG_L1,0.871753,0.857132,93.467163,77.342354,13147.976397,9.605107,8.610190,63.835608,1,True,19
3,CatBoost_BAG_L1,0.860931,0.870202,84.460362,69.085740,13816.136655,0.598306,0.353576,731.995866,1,True,25
4,NeuralNetFastAI_BAG_L1,0.860931,0.879088,97.464721,82.350175,13745.529926,13.602665,13.618012,661.389137,1,True,16
5,LightGBM_BAG_L1,0.860390,0.864965,84.832156,69.130877,15119.562819,0.970100,0.398714,2035.422030,1,True,23
6,LightGBMXT_BAG_L1,0.860390,0.888163,84.950673,69.195094,14633.495037,1.088617,0.462931,1549.354248,1,True,24
7,WeightedEnsemble_L2,0.860390,0.890754,98.558212,82.813786,15295.551795,0.004874,0.000680,0.667621,2,True,28
8,ExtraTreesGini_BAG_L1,0.859848,0.868744,94.025146,77.476057,13129.963010,10.163090,8.743894,45.822221,1,True,21
9,XGBoost_BAG_L1,0.848485,0.859925,84.532998,69.185832,13503.465535,0.670942,0.453669,419.324746,1,True,26
10,ExtraTreesEntr_BAG_L1,0.847944,0.866214,94.000967,77.322178,13130.053896,10.138911,8.590014,45.913107,1,True,22
11,NeuralNetMXNet_BAG_L0,0.826299,0.836385,1.493049,1.017195,447.795535,1.493049,1.017195,447.795535,0,True,1
12,NeuralNetFastAI_BAG_L0,0.826299,0.864993,11.185457,9.102930,568.510496,11.185457,9.102930,568.510496,0,True,2
13,WeightedEnsemble_L1,0.826299,0.865020,12.832062,9.717298,1875.165909,0.005212,0.000700,0.671512,1,True,14
14,NeuralNetMXNet_BAG_L1,0.813258,0.872685,86.821043,71.247949,13453.418012,2.958987,2.515785,369.277223,1,True,15
15,LightGBM_BAG_L0,0.791071,0.761180,1.617953,0.533742,1959.934683,1.617953,0.533742,1959.934683,0,True,9
16,RandomForestEntr_BAG_L0,0.789989,0.749300,10.831029,9.282845,67.311620,10.831029,9.282845,67.311620,0,True,6
17,CatBoost_BAG_L0,0.779762,0.779546,0.420475,0.423342,393.594646,0.420475,0.423342,393.594646,0,True,11
18,LightGBMXT_BAG_L0,0.779762,0.780654,1.641393,0.613668,1305.983901,1.641393,0.613668,1305.983901,0,True,10
19,XGBoost_BAG_L0,0.779167,0.766112,0.748047,0.452446,644.134029,0.748047,0.452446,644.134029,0,True,12
20,LightGBMCustom_BAG_L0,0.779167,0.783109,3.625219,0.648185,7531.263526,3.625219,0.648185,7531.263526,0,True,13
21,RandomForestGini_BAG_L0,0.778084,0.750757,10.875936,9.340803,66.862627,10.875936,9.340803,66.862627,0,True,5
22,KNeighborsUnif_BAG_L0,0.719643,0.646604,9.392651,9.358753,0.453385,9.392651,9.358753,0.453385,0,True,3
23,KNeighborsUnif_BAG_L1,0.719643,0.653345,92.603468,77.376978,13084.980326,8.741412,8.644815,0.839537,1,True,17
24,KNeighborsDist_BAG_L0,0.707738,0.655713,9.400694,9.366512,0.461218,9.400694,9.366512,0.461218,0,True,4
25,ExtraTreesEntr_BAG_L0,0.707738,0.744374,11.314886,9.258770,49.198007,11.314886,9.258770,49.198007,0,True,8
26,ExtraTreesGini_BAG_L0,0.707738,0.745656,11.315266,9.332972,48.637115,11.315266,9.332972,48.637115,0,True,7
27,KNeighborsDist_BAG_L1,0.707738,0.658703,92.609744,77.382098,13084.995508,8.747688,8.649935,0.854719,1,True,18
