,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetMXNet_BAG_L0,0.753468,0.747434,4.033945,3.484352,2531.455107,4.033945,3.484352,2531.455107,0,True,1
1,NeuralNetMXNet_BAG_L1,0.752209,0.748872,294.481856,58.589592,11135.472161,4.345220,3.834362,980.350107,1,True,12
2,WeightedEnsemble_L2,0.750543,0.748922,337.901003,63.757296,11545.399807,0.007515,0.013558,18.185150,2,True,25
3,WeightedEnsemble_L1,0.749824,0.749004,10.794841,7.284502,5309.899531,0.005784,0.013203,14.149229,1,True,11
4,LightGBMXT_BAG_L1,0.728854,0.740575,291.639479,55.880894,10396.849245,1.502842,1.125665,241.727190,1,True,21
5,RandomForestGini_BAG_L1,0.728603,0.734979,307.675087,58.129779,10458.689892,17.538451,3.374549,303.567837,1,True,16
6,CatBoost_BAG_L1,0.727944,0.738784,290.897358,55.535789,11209.751504,0.760722,0.780560,1054.629449,1,True,22
7,RandomForestEntr_BAG_L1,0.727830,0.735064,307.165043,58.108746,10564.212438,17.028406,3.353517,409.090383,1,True,17
8,NeuralNetFastAI_BAG_L1,0.725971,0.736566,297.783318,59.269883,14252.275981,7.646681,4.514654,4097.153926,1,True,13
9,XGBoost_BAG_L1,0.725799,0.737996,292.593516,56.678287,10383.948222,2.456879,1.923057,228.826168,1,True,23
10,LightGBM_BAG_L1,0.725314,0.738501,291.494521,55.822266,10409.708282,1.357884,1.067036,254.586228,1,True,20
11,LightGBMCustom_BAG_L1,0.724954,0.737492,293.133583,56.603010,11233.996546,2.996947,1.847780,1078.874492,1,True,24
12,ExtraTreesGini_BAG_L1,0.722283,0.734178,317.488819,59.113302,10286.631156,27.352183,4.358072,131.509102,1,True,18
13,ExtraTreesEntr_BAG_L1,0.720175,0.732998,332.190384,58.842340,10292.278322,42.053747,4.087110,137.156268,1,True,19
14,NeuralNetFastAI_BAG_L0,0.717714,0.718488,6.755112,3.786947,2764.295195,6.755112,3.786947,2764.295195,0,True,2
15,KNeighborsDist_BAG_L1,0.713474,0.721555,312.454886,74.445419,10159.341158,22.318250,19.690189,4.219103,1,True,15
16,KNeighborsUnif_BAG_L1,0.712030,0.734247,313.250690,74.540442,10159.332178,23.114054,19.785212,4.210124,1,True,14
17,LightGBMCustom_BAG_L0,0.678102,0.691621,13.239156,9.838286,2746.633460,13.239156,9.838286,2746.633460,0,True,10
18,XGBoost_BAG_L0,0.669251,0.676652,5.656253,4.593724,1218.656190,5.656253,4.593724,1218.656190,0,True,9
19,LightGBM_BAG_L0,0.648728,0.664519,8.926960,6.192715,209.544731,8.926960,6.192715,209.544731,0,True,7
20,LightGBMXT_BAG_L0,0.640096,0.658154,9.373335,6.629225,216.649620,9.373335,6.629225,216.649620,0,True,8
21,ExtraTreesEntr_BAG_L0,0.596071,0.598383,70.720454,5.520527,130.433450,70.720454,5.520527,130.433450,0,True,6
22,ExtraTreesGini_BAG_L0,0.593869,0.597523,68.458523,5.370821,119.193595,68.458523,5.370821,119.193595,0,True,5
23,RandomForestEntr_BAG_L0,0.591619,0.594722,48.894756,4.471231,114.207549,48.894756,4.471231,114.207549,0,True,4
24,RandomForestGini_BAG_L0,0.589283,0.592065,54.078144,4.867402,104.053157,54.078144,4.867402,104.053157,0,True,3
