,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMCustom_BAG_L1,0.894968,0.864778,87.208552,69.701730,21226.163041,2.442720,0.566975,7962.281699,1,True,27
1,LightGBM_BAG_L1,0.894426,0.876538,85.789359,69.545209,15287.730902,1.023527,0.410454,2023.849560,1,True,23
2,NeuralNetFastAI_BAG_L0,0.871212,0.854556,11.788140,8.777404,560.440552,11.788140,8.777404,560.440552,0,True,2
3,XGBoost_BAG_L1,0.871158,0.858146,85.353716,69.546890,13652.875732,0.587885,0.412135,388.994390,1,True,26
4,ExtraTreesEntr_BAG_L1,0.871158,0.865168,94.088809,79.758723,13309.686746,9.322978,10.623968,45.805404,1,True,22
5,ExtraTreesGini_BAG_L1,0.871158,0.866424,94.179165,78.048892,13306.670969,9.413334,8.914136,42.789627,1,True,21
6,WeightedEnsemble_L2,0.871158,0.892213,112.002769,94.229711,18441.334173,0.009569,0.000689,0.679283,2,True,28
7,RandomForestEntr_BAG_L1,0.870617,0.862241,93.849585,78.666470,13342.552297,9.083754,9.531715,78.670955,1,True,20
8,RandomForestGini_BAG_L1,0.870617,0.863611,93.877556,78.764476,13327.064749,9.111724,9.629720,63.183407,1,True,19
9,NeuralNetMXNet_BAG_L1,0.860335,0.876734,87.379524,71.475191,13615.563385,2.613693,2.340436,351.682043,1,True,15
10,WeightedEnsemble_L1,0.859307,0.858651,24.919206,19.627008,1522.268917,0.007792,0.000709,0.678612,1,True,14
11,LightGBMXT_BAG_L1,0.859253,0.879184,85.605217,69.545402,14619.504277,0.839386,0.410647,1355.622936,1,True,24
12,NeuralNetMXNet_BAG_L0,0.858712,0.848092,1.401770,1.061443,500.429869,1.401770,1.061443,500.429869,0,True,1
13,CatBoost_BAG_L1,0.858712,0.876451,85.252583,69.430538,14040.023705,0.486752,0.295783,776.142363,1,True,25
14,NeuralNetFastAI_BAG_L1,0.848431,0.880539,97.616509,81.857566,13890.568361,12.850677,12.722811,626.687019,1,True,16
15,LightGBMCustom_BAG_L0,0.812716,0.763986,3.164885,0.619441,7444.603035,3.164885,0.619441,7444.603035,0,True,13
16,LightGBMXT_BAG_L0,0.812229,0.782400,1.910788,0.673593,1423.254945,1.910788,0.673593,1423.254945,0,True,10
17,LightGBM_BAG_L0,0.811093,0.765275,1.737255,0.555370,1994.501347,1.737255,0.555370,1994.501347,0,True,9
18,XGBoost_BAG_L0,0.800271,0.758865,0.848042,0.503663,691.202981,0.848042,0.503663,691.202981,0,True,12
19,CatBoost_BAG_L0,0.790043,0.786111,0.352643,0.365893,406.218452,0.352643,0.365893,406.218452,0,True,11
20,RandomForestGini_BAG_L0,0.777543,0.754986,11.004297,9.560900,67.506346,11.004297,9.560900,67.506346,0,True,5
21,ExtraTreesGini_BAG_L0,0.755411,0.747106,11.368472,9.323532,48.724896,11.368472,9.323532,48.724896,0,True,7
22,ExtraTreesEntr_BAG_L0,0.755411,0.744542,11.368860,9.421558,54.501433,11.368860,9.421558,54.501433,0,True,8
23,RandomForestEntr_BAG_L0,0.754816,0.762706,10.926987,9.512440,71.556137,10.926987,9.512440,71.556137,0,True,6
24,KNeighborsUnif_BAG_L0,0.649729,0.650874,9.443667,9.376232,0.465557,9.443667,9.376232,0.465557,0,True,3
25,KNeighborsDist_BAG_L0,0.637825,0.652056,9.450026,9.383286,0.475793,9.450026,9.383286,0.475793,0,True,4
26,KNeighborsUnif_BAG_L1,0.637825,0.659639,92.813477,77.077092,13264.662322,8.047645,7.942337,0.780981,1,True,17
27,KNeighborsDist_BAG_L1,0.637825,0.663803,92.815474,77.083564,13264.679011,8.049643,7.948809,0.797669,1,True,18
