,hue,performance,model,dataset_name,level
0,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,0
1,test_performance_singlemodelTrue,0.8472104219767771,HistGradientBoostingClassifier,146818,0
2,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,0
3,test_performance_singlemodelTrue,0.8623619371282922,RandomForestClassifier,146818,0
4,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,0
5,test_performance_singlemodelTrue,0.8565562163693005,DecisionTreeClassifier,146818,0
6,train_performance_singlemodelTrue,0.8622286367189849,LinearDiscriminantAnalysis,146818,0
7,test_performance_singlemodelTrue,0.857051826677995,LinearDiscriminantAnalysis,146818,0
8,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,1
9,test_performance_singlemodelTrue,0.8536533559898045,HistGradientBoostingClassifier,146818,1
10,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,1
11,test_performance_singlemodelTrue,0.8472104219767771,RandomForestClassifier,146818,1
12,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,1
13,test_performance_singlemodelTrue,0.8576890399320306,DecisionTreeClassifier,146818,1
14,train_performance_singlemodelTrue,0.8705273919057069,LinearDiscriminantAnalysis,146818,1
15,test_performance_singlemodelTrue,0.8657604078164826,LinearDiscriminantAnalysis,146818,1
16,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,2
17,test_performance_singlemodelTrue,0.8518833191730388,HistGradientBoostingClassifier,146818,2
18,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,2
19,test_performance_singlemodelTrue,0.8547861795525347,RandomForestClassifier,146818,2
20,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,2
21,test_performance_singlemodelTrue,0.8792834890965733,DecisionTreeClassifier,146818,2
22,train_performance_singlemodelTrue,0.8663780143123458,LinearDiscriminantAnalysis,146818,2
23,test_performance_singlemodelTrue,0.8646275842537525,LinearDiscriminantAnalysis,146818,2
24,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,3
25,test_performance_singlemodelTrue,0.8536533559898045,HistGradientBoostingClassifier,146818,3
26,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,3
27,test_performance_singlemodelTrue,0.8425375247805154,RandomForestClassifier,146818,3
28,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,3
29,test_performance_singlemodelTrue,0.8547861795525347,DecisionTreeClassifier,146818,3
30,train_performance_singlemodelTrue,0.8640402309218834,LinearDiscriminantAnalysis,146818,3
31,test_performance_singlemodelTrue,0.8617247238742566,LinearDiscriminantAnalysis,146818,3
32,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,4
33,test_performance_singlemodelTrue,0.8518833191730388,HistGradientBoostingClassifier,146818,4
34,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,4
35,test_performance_singlemodelTrue,0.8518833191730388,RandomForestClassifier,146818,4
36,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,4
37,test_performance_singlemodelTrue,0.8623619371282922,DecisionTreeClassifier,146818,4
38,train_performance_singlemodelTrue,0.8687157977028084,LinearDiscriminantAnalysis,146818,4
39,test_performance_singlemodelTrue,0.8610875106202209,LinearDiscriminantAnalysis,146818,4
40,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,5
41,test_performance_singlemodelTrue,0.8536533559898045,HistGradientBoostingClassifier,146818,5
42,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,5
43,test_performance_singlemodelTrue,0.8565562163693005,RandomForestClassifier,146818,5
44,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,5
45,test_performance_singlemodelTrue,0.8576890399320306,DecisionTreeClassifier,146818,5
46,train_performance_singlemodelTrue,0.8622286367189849,LinearDiscriminantAnalysis,146818,5
47,test_performance_singlemodelTrue,0.857051826677995,LinearDiscriminantAnalysis,146818,5
48,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,6
49,test_performance_singlemodelTrue,0.8472104219767771,HistGradientBoostingClassifier,146818,6
50,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,6
51,test_performance_singlemodelTrue,0.8565562163693005,RandomForestClassifier,146818,6
52,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,6
