,hue,performance,model,dataset_name,level
53,test_performance_singlemodelTrue,0.8763806287170773,DecisionTreeClassifier,146818,6
54,train_performance_singlemodelTrue,0.8705273919057069,LinearDiscriminantAnalysis,146818,6
55,test_performance_singlemodelTrue,0.8657604078164826,LinearDiscriminantAnalysis,146818,6
56,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,7
57,test_performance_singlemodelTrue,0.8583262531860663,HistGradientBoostingClassifier,146818,7
58,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,7
59,test_performance_singlemodelTrue,0.8565562163693005,RandomForestClassifier,146818,7
60,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,7
61,test_performance_singlemodelTrue,0.8454403851600113,DecisionTreeClassifier,146818,7
62,train_performance_singlemodelTrue,0.8663780143123458,LinearDiscriminantAnalysis,146818,7
63,test_performance_singlemodelTrue,0.8646275842537525,LinearDiscriminantAnalysis,146818,7
64,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,8
65,test_performance_singlemodelTrue,0.8472104219767771,HistGradientBoostingClassifier,146818,8
66,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,8
67,test_performance_singlemodelTrue,0.8565562163693005,RandomForestClassifier,146818,8
68,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,8
69,test_performance_singlemodelTrue,0.8565562163693005,DecisionTreeClassifier,146818,8
70,train_performance_singlemodelTrue,0.8640402309218834,LinearDiscriminantAnalysis,146818,8
71,test_performance_singlemodelTrue,0.8617247238742566,LinearDiscriminantAnalysis,146818,8
72,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,146818,9
73,test_performance_singlemodelTrue,0.8536533559898045,HistGradientBoostingClassifier,146818,9
74,train_performance_singlemodelTrue,1.0,RandomForestClassifier,146818,9
75,test_performance_singlemodelTrue,0.8565562163693005,RandomForestClassifier,146818,9
76,train_performance_singlemodelTrue,1.0,DecisionTreeClassifier,146818,9
77,test_performance_singlemodelTrue,0.8757434154630417,DecisionTreeClassifier,146818,9
78,train_performance_singlemodelTrue,0.8687157977028084,LinearDiscriminantAnalysis,146818,9
79,test_performance_singlemodelTrue,0.8610875106202209,LinearDiscriminantAnalysis,146818,9
80,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,0
81,test_performance_singlemodelFalse,0.8472104219767771,HistGradientBoostingClassifier,146818,0
82,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,0
83,test_performance_singlemodelFalse,0.8623619371282922,RandomForestClassifier,146818,0
84,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,0
85,test_performance_singlemodelFalse,0.8565562163693005,DecisionTreeClassifier,146818,0
86,train_performance_singlemodelFalse,0.8622286367189849,LinearDiscriminantAnalysis,146818,0
87,test_performance_singlemodelFalse,0.857051826677995,LinearDiscriminantAnalysis,146818,0
88,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,1
89,test_performance_singlemodelFalse,0.8612291135655621,HistGradientBoostingClassifier,146818,1
90,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,1
91,test_performance_singlemodelFalse,0.8472104219767771,RandomForestClassifier,146818,1
92,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,1
93,test_performance_singlemodelFalse,0.867034834324554,DecisionTreeClassifier,146818,1
94,train_performance_singlemodelFalse,0.8811037945757412,LinearDiscriminantAnalysis,146818,1
95,test_performance_singlemodelFalse,0.8576890399320306,LinearDiscriminantAnalysis,146818,1
96,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,2
97,test_performance_singlemodelFalse,0.8547861795525347,HistGradientBoostingClassifier,146818,2
98,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,2
99,test_performance_singlemodelFalse,0.8547861795525347,RandomForestClassifier,146818,2
100,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,2
101,test_performance_singlemodelFalse,0.8746105919003115,DecisionTreeClassifier,146818,2
102,train_performance_singlemodelFalse,0.8823891995910758,LinearDiscriminantAnalysis,146818,2
103,test_performance_singlemodelFalse,0.8472104219767771,LinearDiscriminantAnalysis,146818,2
104,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,3
105,test_performance_singlemodelFalse,0.8565562163693005,HistGradientBoostingClassifier,146818,3
106,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,3
107,test_performance_singlemodelFalse,0.8547861795525347,RandomForestClassifier,146818,3
108,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,3
109,test_performance_singlemodelFalse,0.867034834324554,DecisionTreeClassifier,146818,3
110,train_performance_singlemodelFalse,0.8803145107943953,LinearDiscriminantAnalysis,146818,3
111,test_performance_singlemodelFalse,0.8594590767487964,LinearDiscriminantAnalysis,146818,3
112,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,4
113,test_performance_singlemodelFalse,0.8472104219767771,HistGradientBoostingClassifier,146818,4
114,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,4
115,test_performance_singlemodelFalse,0.8594590767487964,RandomForestClassifier,146818,4
116,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,4
117,test_performance_singlemodelFalse,0.8775134522798074,DecisionTreeClassifier,146818,4
118,train_performance_singlemodelFalse,0.8764282277948163,LinearDiscriminantAnalysis,146818,4
119,test_performance_singlemodelFalse,0.8518833191730388,LinearDiscriminantAnalysis,146818,4
120,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,5
121,test_performance_singlemodelFalse,0.8536533559898045,HistGradientBoostingClassifier,146818,5
122,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,5
123,test_performance_singlemodelFalse,0.8547861795525347,RandomForestClassifier,146818,5
124,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,5
125,test_performance_singlemodelFalse,0.8285188331917304,DecisionTreeClassifier,146818,5
126,train_performance_singlemodelFalse,0.8704672559985567,LinearDiscriminantAnalysis,146818,5
127,test_performance_singlemodelFalse,0.8472104219767771,LinearDiscriminantAnalysis,146818,5
128,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,6
129,test_performance_singlemodelFalse,0.8565562163693005,HistGradientBoostingClassifier,146818,6
130,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,6
131,test_performance_singlemodelFalse,0.8443075615972813,RandomForestClassifier,146818,6
132,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,6
133,test_performance_singlemodelFalse,0.8879920702350609,DecisionTreeClassifier,146818,6
134,train_performance_singlemodelFalse,0.8766913223885981,LinearDiscriminantAnalysis,146818,6
135,test_performance_singlemodelFalse,0.8378646275842537,LinearDiscriminantAnalysis,146818,6
136,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,7
137,test_performance_singlemodelFalse,0.8583262531860663,HistGradientBoostingClassifier,146818,7
138,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,7
139,test_performance_singlemodelFalse,0.8594590767487964,RandomForestClassifier,146818,7
140,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,7
141,test_performance_singlemodelFalse,0.8483432455395072,DecisionTreeClassifier,146818,7
142,train_performance_singlemodelFalse,0.8663178784051957,LinearDiscriminantAnalysis,146818,7
143,test_performance_singlemodelFalse,0.8821863494760691,LinearDiscriminantAnalysis,146818,7
144,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,8
145,test_performance_singlemodelFalse,0.8472104219767771,HistGradientBoostingClassifier,146818,8
146,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,8
147,test_performance_singlemodelFalse,0.8349617672047578,RandomForestClassifier,146818,8
148,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,8
149,test_performance_singlemodelFalse,0.8378646275842537,DecisionTreeClassifier,146818,8
150,train_performance_singlemodelFalse,0.8904248601840159,LinearDiscriminantAnalysis,146818,8
151,test_performance_singlemodelFalse,0.8576890399320306,LinearDiscriminantAnalysis,146818,8
152,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,146818,9
153,test_performance_singlemodelFalse,0.8688048711413197,HistGradientBoostingClassifier,146818,9
154,train_performance_singlemodelFalse,1.0,RandomForestClassifier,146818,9
155,test_performance_singlemodelFalse,0.8594590767487964,RandomForestClassifier,146818,9
156,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,146818,9
157,test_performance_singlemodelFalse,0.8407674879637497,DecisionTreeClassifier,146818,9
158,train_performance_singlemodelFalse,0.8800514162006134,LinearDiscriminantAnalysis,146818,9
159,test_performance_singlemodelFalse,0.8501132823562729,LinearDiscriminantAnalysis,146818,9
