,avg_test_performance,avg_val_performance,avg_train_performance,nonavg_test_performance,nonavg_val_performance,nonavg_train_performance,model,dataset_name,repeat
0,0.8074186235503779,0.7917362591102604,0.810975456382368,0.8074186235503779,0.7917362591102604,0.810975456382368,HistGradientBoostingClassifier,7592,0
1,0.8078513932110973,0.7918341946766705,0.8114226451474673,0.8075694783242475,0.7917683020845083,0.8118698339125666,HistGradientBoostingClassifier,7592,1
2,0.8072582643457595,0.7916742934729895,0.8113251619388203,0.8060185535468777,0.7901288432270395,0.8111301955215264,HistGradientBoostingClassifier,7592,2
3,0.8068401442308591,0.7920240185433743,0.8112304543764962,0.806217716273883,0.7909522246423507,0.8109463316895231,HistGradientBoostingClassifier,7592,3
4,0.8069470503672713,0.7931305256664998,0.8110930481217218,0.8070539565036836,0.791639737084667,0.8105434231026246,HistGradientBoostingClassifier,7592,4
5,0.8070686060495028,0.793171836091347,0.8111378730916345,0.8079971028698965,0.7908955995007878,0.8113619979411982,HistGradientBoostingClassifier,7592,5
6,0.8072436147999403,0.7927987855606846,0.8110279460491104,0.8079290002558712,0.7924631184999782,0.8103683837939661,HistGradientBoostingClassifier,7592,6
7,0.8076324358232023,0.7929173763395183,0.811269514939379,0.806567733774758,0.7930553656237384,0.8129604971712592,HistGradientBoostingClassifier,7592,7
8,0.8079436498016904,0.7926135954192804,0.8114413770230791,0.8076617349148407,0.7913745963414223,0.812816273692679,HistGradientBoostingClassifier,7592,8
9,0.8080505559381026,0.7926648800651352,0.8113103288666585,0.806217716273883,0.7897650601469764,0.8101308954588727,HistGradientBoostingClassifier,7592,9
10,0.80752552968679,0.7930432710915056,0.8113630880026673,0.8080505559381026,0.7927649359427704,0.8118906793627578,HistGradientBoostingClassifier,7592,10
11,0.8078755471876651,0.7925902699590028,0.8113087455450125,0.8059651004786715,0.7934050906941231,0.8107109785108069,HistGradientBoostingClassifier,7592,11
12,0.8078220941194589,0.79253364481744,0.8113384526593866,0.80752552968679,0.791153436270879,0.8116949380318758,HistGradientBoostingClassifier,7592,12
13,0.8077005384372276,0.7925929402068568,0.8114620938148432,0.8075160252560415,0.7895499473425494,0.8130694288357807,HistGradientBoostingClassifier,7592,13
14,0.8074039740045587,0.7926908757732669,0.8114003414073239,0.8074574270727648,0.7903426993244294,0.8105358077020517,HistGradientBoostingClassifier,7592,14
15,0.8073358713905334,0.792780800596115,0.8113784695811699,0.8063246224102951,0.7902627487225888,0.8110503921888613,HistGradientBoostingClassifier,7592,15
16,0.8073505209363525,0.7927601453836914,0.8113518723087451,0.8066358363887833,0.7928461432516483,0.8109263159499506,HistGradientBoostingClassifier,7592,16
17,0.8072289652541211,0.792780800596115,0.8112516199108984,0.8062470153655212,0.7906477369517045,0.8095473291475024,HistGradientBoostingClassifier,7592,17
18,0.807175512185915,0.791990718862089,0.8113004491675374,0.8062858188879083,0.7927635224019537,0.8121793757870378,HistGradientBoostingClassifier,7592,18
