,avg_test_performance,avg_val_performance,avg_train_performance,nonavg_test_performance,nonavg_val_performance,nonavg_train_performance,model,dataset_name,repeat
0,0.7816907467028532,0.7767990976786314,1.0,0.7816907467028532,0.7767990976786314,1.0,HistGradientBoostingClassifier,53,0
1,0.7732161704316668,0.7717689740709337,1.0,0.77745345856726,0.7654926637370395,1.0,HistGradientBoostingClassifier,53,1
2,0.7859280348384465,0.7867675130831339,1.0,0.7773448101535269,0.7788784348157936,1.0,HistGradientBoostingClassifier,53,2
3,0.7859280348384465,0.7764303261852534,1.0,0.7923382912487029,0.7712741057009131,1.0,HistGradientBoostingClassifier,53,3
4,0.7816907467028532,0.779680366475997,1.0,0.7879923546993765,0.7585853884003785,1.0,HistGradientBoostingClassifier,53,4
5,0.7901653229740397,0.782296156334781,1.0,0.7859280348384465,0.7617499453624038,1.0,HistGradientBoostingClassifier,53,5
6,0.7901653229740397,0.7854607132968063,1.0,0.7816907467028532,0.7763143534041015,1.0,HistGradientBoostingClassifier,53,6
7,0.7859280348384465,0.7747119510714947,1.0,0.7711518505707368,0.7513283702788693,1.0,HistGradientBoostingClassifier,53,7
8,0.7837550665637832,0.7761570377766971,1.0,0.7744157376118636,0.7716001976996256,1.0,HistGradientBoostingClassifier,53,8
9,0.77951777842819,0.7793215947387223,1.0,0.7752804902925968,0.7576552939167911,1.0,HistGradientBoostingClassifier,53,9
10,0.7837550665637832,0.7747119510714947,1.0,0.7816907467028532,0.7490702570142956,1.0,HistGradientBoostingClassifier,53,10
11,0.77951777842819,0.7807666814439246,1.0,0.7736073047211062,0.7665484892525337,1.0,HistGradientBoostingClassifier,53,11
12,0.77951777842819,0.7791844029629119,1.0,0.7838637149775164,0.7693973198166855,1.0,HistGradientBoostingClassifier,53,12
13,0.77951777842819,0.7776021244818994,1.0,0.7778445928566994,0.7671277458082084,1.0,HistGradientBoostingClassifier,53,13
14,0.77951777842819,0.7761570377766971,1.0,0.7901653229740397,0.7773794493773705,1.0,HistGradientBoostingClassifier,53,14
15,0.77951777842819,0.7732668643662923,1.0,0.7668059140214104,0.7509799641424337,1.0,HistGradientBoostingClassifier,53,15
16,0.77951777842819,0.77787650803352,1.0,0.7999481148391561,0.7673504209127372,1.0,HistGradientBoostingClassifier,53,16
17,0.77951777842819,0.7765686131041281,1.0,0.77745345856726,0.7647536597624831,1.0,HistGradientBoostingClassifier,53,17
18,0.7859280348384465,0.7780136998093303,1.0,0.7796264268419232,0.7775830957733694,1.0,HistGradientBoostingClassifier,53,18
19,0.7859280348384465,0.7764314213283177,1.0,0.7838637149775164,0.7641319652174912,1.0,HistGradientBoostingClassifier,53,19
20,0.7859280348384465,0.7762942295525074,1.0,0.7901653229740397,0.7746602426244028,1.0,HistGradientBoostingClassifier,53,20
21,0.77951777842819,0.7776021244818994,1.0,0.7867927875191798,0.7609167949514384,1.0,HistGradientBoostingClassifier,53,21
22,0.77951777842819,0.7762942295525074,1.0,0.78082599402212,0.7416009293890966,1.0,HistGradientBoostingClassifier,53,22
23,0.77951777842819,0.774849142847305,1.0,0.7671970483108498,0.7521493306476025,1.0,HistGradientBoostingClassifier,53,23
24,0.77951777842819,0.7765686131041281,1.0,0.7765887058865267,0.7704003417420235,1.0,HistGradientBoostingClassifier,53,24
25,0.77951777842819,0.770102307404267,1.0,0.7901653229740397,0.7684367358806647,1.0,HistGradientBoostingClassifier,53,25
26,0.77951777842819,0.773129672590482,1.0,0.7710432021570036,0.7939107487096202,1.0,HistGradientBoostingClassifier,53,26
27,0.7837550665637832,0.7747119510714947,1.0,0.7799089127176294,0.7759354578152327,1.0,HistGradientBoostingClassifier,53,27
28,0.7837550665637832,0.7776021244818994,1.0,0.7595309049304207,0.7624337139553268,1.0,HistGradientBoostingClassifier,53,28
29,0.7837550665637832,0.7761570377766971,1.0,0.77745345856726,0.7469381162869773,1.0,HistGradientBoostingClassifier,53,29
30,0.7837550665637832,0.7836568548543292,1.0,0.7863191691278858,0.7538677057613612,1.0,HistGradientBoostingClassifier,53,30
31,0.7837550665637832,0.7836568548543292,1.0,0.7936465068426328,0.7472789544587866,1.0,HistGradientBoostingClassifier,53,31
32,0.7901653229740397,0.7790472111871016,1.0,0.7800175611313626,0.7622437185893601,1.0,HistGradientBoostingClassifier,53,32
33,0.7901653229740397,0.7761570377766971,1.0,0.7820818809922926,0.7607142436985037,1.0,HistGradientBoostingClassifier,53,33
34,0.7901653229740397,0.7715473941094694,1.0,0.7820818809922926,0.7499126778830358,1.0,HistGradientBoostingClassifier,53,34
35,0.7859280348384465,0.7716845858852797,1.0,0.7902739713877728,0.7503353481096349,1.0,HistGradientBoostingClassifier,53,35
36,0.7859280348384465,0.776208746223789,1.0,0.7804911795226566,0.7531817468823094,1.0,HistGradientBoostingClassifier,53,36
37,0.7859280348384465,0.7747636595185867,1.0,0.77745345856726,0.7513261799927404,1.0,HistGradientBoostingClassifier,53,37
38,0.7859280348384465,0.7746264677427763,1.0,0.7816907467028532,0.7552071852862507,1.0,HistGradientBoostingClassifier,53,38
39,0.7859280348384465,0.7731813810375741,1.0,0.7523122156294069,0.773309543860958,1.0,HistGradientBoostingClassifier,53,39
40,0.7859280348384465,0.7715991025565614,1.0,0.7923382912487029,0.7696052487481176,1.0,HistGradientBoostingClassifier,53,40
41,0.7859280348384465,0.7700168240755487,1.0,0.7881010031131096,0.7637933173318108,1.0,HistGradientBoostingClassifier,53,41
