,hue,performance,model,dataset_name,stack
0,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,0
1,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,1
2,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,2
3,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,3
4,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,4
5,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,5
6,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,6
7,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,7
8,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,8
9,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,9
10,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,10
11,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,11
12,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,12
13,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,13
14,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,14
15,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,15
16,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,16
17,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,17
18,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,18
19,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,19
20,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,20
21,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,21
22,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,22
23,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,23
24,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,24
25,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,25
26,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,26
27,train_performance_singlemodelTrue,1.0,HistGradientBoostingClassifier,53,27
