,hue,performance,model,dataset_name,level
70,train_performance_singlemodelTrue,0.700314771505608,LinearDiscriminantAnalysis,7592,8
71,test_performance_singlemodelTrue,0.7052281628406842,LinearDiscriminantAnalysis,7592,8
72,train_performance_singlemodelTrue,0.7967244552297201,HistGradientBoostingClassifier,7592,9
73,test_performance_singlemodelTrue,0.8066263319580347,HistGradientBoostingClassifier,7592,9
74,train_performance_singlemodelTrue,0.999359138478239,RandomForestClassifier,7592,9
75,test_performance_singlemodelTrue,0.7843483391830486,RandomForestClassifier,7592,9
76,train_performance_singlemodelTrue,0.9999433748584372,DecisionTreeClassifier,7592,9
77,test_performance_singlemodelTrue,0.7744009233816405,DecisionTreeClassifier,7592,9
78,train_performance_singlemodelTrue,0.700314771505608,LinearDiscriminantAnalysis,7592,9
79,test_performance_singlemodelTrue,0.7052281628406842,LinearDiscriminantAnalysis,7592,9
80,train_performance_singlemodelFalse,0.8065790365053229,HistGradientBoostingClassifier,7592,0
81,test_performance_singlemodelFalse,0.8071220591177088,HistGradientBoostingClassifier,7592,0
82,train_performance_singlemodelFalse,0.9991326379119876,RandomForestClassifier,7592,0
83,test_performance_singlemodelFalse,0.7821611227022758,RandomForestClassifier,7592,0
84,train_performance_singlemodelFalse,0.9997941546461722,DecisionTreeClassifier,7592,0
85,test_performance_singlemodelFalse,0.7775847392968323,DecisionTreeClassifier,7592,0
86,train_performance_singlemodelFalse,0.7009143226025217,LinearDiscriminantAnalysis,7592,0
87,test_performance_singlemodelFalse,0.7052816159088904,LinearDiscriminantAnalysis,7592,0
88,train_performance_singlemodelFalse,0.7981733834500768,HistGradientBoostingClassifier,7592,1
89,test_performance_singlemodelFalse,0.8076229313924537,HistGradientBoostingClassifier,7592,1
90,train_performance_singlemodelFalse,0.9994157636198018,RandomForestClassifier,7592,1
91,test_performance_singlemodelFalse,0.7981732446682201,RandomForestClassifier,7592,1
92,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,7592,1
93,test_performance_singlemodelFalse,0.7851386288578914,DecisionTreeClassifier,7592,1
94,train_performance_singlemodelFalse,0.7920106673041043,LinearDiscriminantAnalysis,7592,1
95,test_performance_singlemodelFalse,0.80752552968679,LinearDiscriminantAnalysis,7592,1
96,train_performance_singlemodelFalse,0.8100587727459391,HistGradientBoostingClassifier,7592,2
97,test_performance_singlemodelFalse,0.8078624692406311,HistGradientBoostingClassifier,7592,2
98,train_performance_singlemodelFalse,0.9992279032305437,RandomForestClassifier,7592,2
99,test_performance_singlemodelFalse,0.7919418180658873,RandomForestClassifier,7592,2
100,train_performance_singlemodelFalse,0.9998867497168743,DecisionTreeClassifier,7592,2
101,test_performance_singlemodelFalse,0.7827229505584751,DecisionTreeClassifier,7592,2
102,train_performance_singlemodelFalse,0.7961889900813022,LinearDiscriminantAnalysis,7592,2
103,test_performance_singlemodelFalse,0.8022958476339468,LinearDiscriminantAnalysis,7592,2
104,train_performance_singlemodelFalse,0.8066112363133503,HistGradientBoostingClassifier,7592,3
105,test_performance_singlemodelFalse,0.8081538885582294,HistGradientBoostingClassifier,7592,3
106,train_performance_singlemodelFalse,0.9994544037967951,RandomForestClassifier,7592,3
107,test_performance_singlemodelFalse,0.7987034160346033,RandomForestClassifier,7592,3
108,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,7592,3
109,test_performance_singlemodelFalse,0.7867327164733263,DecisionTreeClassifier,7592,3
110,train_performance_singlemodelFalse,0.8000841871506859,LinearDiscriminantAnalysis,7592,3
111,test_performance_singlemodelFalse,0.8057184155979233,LinearDiscriminantAnalysis,7592,3
112,train_performance_singlemodelFalse,0.8073066026654492,HistGradientBoostingClassifier,7592,4
113,test_performance_singlemodelFalse,0.8061650490050694,HistGradientBoostingClassifier,7592,4
114,train_performance_singlemodelFalse,0.9992458881951133,RandomForestClassifier,7592,4
115,test_performance_singlemodelFalse,0.7956170018250752,RandomForestClassifier,7592,4
116,train_performance_singlemodelFalse,0.9998301245753114,DecisionTreeClassifier,7592,4
117,test_performance_singlemodelFalse,0.7825669506695347,DecisionTreeClassifier,7592,4
118,train_performance_singlemodelFalse,0.8001668080003803,LinearDiscriminantAnalysis,7592,4
119,test_performance_singlemodelFalse,0.8079012727630182,LinearDiscriminantAnalysis,7592,4
120,train_performance_singlemodelFalse,0.8055472963221093,HistGradientBoostingClassifier,7592,5
121,test_performance_singlemodelFalse,0.8056305183230084,HistGradientBoostingClassifier,7592,5
122,train_performance_singlemodelFalse,0.9994723887613647,RandomForestClassifier,7592,5
123,test_performance_singlemodelFalse,0.7946782147745403,RandomForestClassifier,7592,5
124,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,7592,5
125,test_performance_singlemodelFalse,0.7856775188556306,DecisionTreeClassifier,7592,5
126,train_performance_singlemodelFalse,0.7989942514513133,LinearDiscriminantAnalysis,7592,5
127,test_performance_singlemodelFalse,0.8067098699172718,LinearDiscriminantAnalysis,7592,5
128,train_performance_singlemodelFalse,0.8045132789938914,HistGradientBoostingClassifier,7592,6
129,test_performance_singlemodelFalse,0.8051633044555798,HistGradientBoostingClassifier,7592,6
130,train_performance_singlemodelFalse,0.9991892630535504,RandomForestClassifier,7592,6
131,test_performance_singlemodelFalse,0.7921556303387116,RandomForestClassifier,7592,6
132,train_performance_singlemodelFalse,0.9998687647523047,DecisionTreeClassifier,7592,6
133,test_performance_singlemodelFalse,0.7845799441992625,DecisionTreeClassifier,7592,6
134,train_performance_singlemodelFalse,0.7994066489293773,LinearDiscriminantAnalysis,7592,6
135,test_performance_singlemodelFalse,0.8071814431003782,LinearDiscriminantAnalysis,7592,6
136,train_performance_singlemodelFalse,0.8045453219681393,HistGradientBoostingClassifier,7592,7
137,test_performance_singlemodelFalse,0.806393510823713,HistGradientBoostingClassifier,7592,7
138,train_performance_singlemodelFalse,0.9994157636198018,RandomForestClassifier,7592,7
139,test_performance_singlemodelFalse,0.7942161460221824,RandomForestClassifier,7592,7
140,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,7592,7
141,test_performance_singlemodelFalse,0.7823574977123883,DecisionTreeClassifier,7592,7
142,train_performance_singlemodelFalse,0.7980236133011829,LinearDiscriminantAnalysis,7592,7
143,test_performance_singlemodelFalse,0.8061796985508887,LinearDiscriminantAnalysis,7592,7
144,train_performance_singlemodelFalse,0.8058535906564219,HistGradientBoostingClassifier,7592,8
145,test_performance_singlemodelFalse,0.8055426210480932,HistGradientBoostingClassifier,7592,8
146,train_performance_singlemodelFalse,0.999359138478239,RandomForestClassifier,7592,8
147,test_performance_singlemodelFalse,0.7944592573866452,RandomForestClassifier,7592,8
148,train_performance_singlemodelFalse,0.9998867497168743,DecisionTreeClassifier,7592,8
149,test_performance_singlemodelFalse,0.7832523361254656,DecisionTreeClassifier,7592,8
150,train_performance_singlemodelFalse,0.797814547762872,LinearDiscriminantAnalysis,7592,8
151,test_performance_singlemodelFalse,0.8084504529908985,LinearDiscriminantAnalysis,7592,8
152,train_performance_singlemodelFalse,0.8037758954465369,HistGradientBoostingClassifier,7592,9
153,test_performance_singlemodelFalse,0.8055038175257063,HistGradientBoostingClassifier,7592,9
154,train_performance_singlemodelFalse,0.999359138478239,RandomForestClassifier,7592,9
155,test_performance_singlemodelFalse,0.7955093098892704,RandomForestClassifier,7592,9
156,train_performance_singlemodelFalse,0.9999433748584372,DecisionTreeClassifier,7592,9
157,test_performance_singlemodelFalse,0.7830773273750281,DecisionTreeClassifier,7592,9
158,train_performance_singlemodelFalse,0.7969064251866413,LinearDiscriminantAnalysis,7592,9
159,test_performance_singlemodelFalse,0.8050908425258765,LinearDiscriminantAnalysis,7592,9
