,avg_test_performance,avg_val_performance,avg_train_performance,nonavg_test_performance,nonavg_val_performance,nonavg_train_performance,model,dataset_name,repeat
0,0.8087154126883729,0.8083705084733585,0.9151293587619656,0.8087154126883729,0.8083705084733585,0.9151293587619656,HistGradientBoostingClassifier,9981,0
1,0.8237102686554509,0.8187635853819758,0.9164705993050637,0.8274139723591547,0.8126314691279332,0.9178118398481617,HistGradientBoostingClassifier,9981,1
2,0.8161228200957802,0.8174639386590175,0.9173173399994532,0.8050117089846691,0.808683098972762,0.919010821388232,HistGradientBoostingClassifier,9981,2
3,0.8195950423180025,0.8270717005852258,0.9173722399766355,0.8200065649517473,0.8185333409733642,0.9175369399081829,HistGradientBoostingClassifier,9981,3
4,0.8237102686554509,0.8246000398139359,0.9173560813369201,0.8202380464332287,0.8115651904973267,0.9172914467780588,HistGradientBoostingClassifier,9981,4
5,0.8237102686554509,0.8270154792959453,0.9170852991681749,0.8125991575443399,0.8151298182122511,0.9157313883244482,HistGradientBoostingClassifier,9981,5
6,0.8202380464332287,0.8294447903274069,0.916997158493984,0.8200910740640341,0.8113175573146933,0.91646831444884,HistGradientBoostingClassifier,9981,6
7,0.8237102686554509,0.8233608777246771,0.9169139458763919,0.8125991575443399,0.8169407706407155,0.9163314575532462,HistGradientBoostingClassifier,9981,7
8,0.8200065649517473,0.8245815740764596,0.9171430935719742,0.8091269353221177,0.8134248373476033,0.9189762751366324,HistGradientBoostingClassifier,9981,8
9,0.8237102686554509,0.8197837519097235,0.9170728385354273,0.8095626651696122,0.8061106105864289,0.9164405432065055,HistGradientBoostingClassifier,9981,9
10,0.8237102686554509,0.8234802833918355,0.9169040278306075,0.804662649607832,0.827265754368764,0.9152159207824113,HistGradientBoostingClassifier,9981,10
11,0.8237102686554509,0.8209550308665832,0.9166404533944924,0.8054474388321637,0.8160865704474479,0.9137411345972236,HistGradientBoostingClassifier,9981,11
12,0.8237102686554509,0.8198118102711153,0.9168717876968668,0.8130348873918344,0.8148868124158852,0.9196477993253623,HistGradientBoostingClassifier,9981,12
13,0.8237102686554509,0.8222948176230365,0.9169636594145032,0.8095626651696122,0.8125513706692671,0.9181579917437759,HistGradientBoostingClassifier,9981,13
14,0.8237102686554509,0.8236006788365713,0.9170989866727837,0.8158671314005491,0.8272176980683965,0.9189935682887118,HistGradientBoostingClassifier,9981,14
15,0.8237102686554509,0.821103799935198,0.9171944827194547,0.8165343427295251,0.8049245343956639,0.9186269234195205,HistGradientBoostingClassifier,9981,15
16,0.8237102686554509,0.8224868216425599,0.917292396304122,0.8163028612480435,0.8218109849857178,0.9188590136587955,HistGradientBoostingClassifier,9981,16
